cycle,pc,cta_id,cluster_id,warp_id,tid
5555,50,1,1,2,ffffffff
5556,50,31,1,10,ffffffff
5559,50,1,1,1,ffffffff
5560,50,31,1,9,ffffffff
5571,58,1,1,3,ffffffff
5577,60,1,1,3,ffffffff
5583,68,1,1,3,ffffffff
5584,70,1,1,3,ffffffff
5590,78,1,1,3,ffffffff
5596,80,1,1,3,ffffffff
5601,88,1,1,3,ffffffff
5604,a0,1,1,3,ffffffff
5605,a8,1,1,3,ffffffff
5624,58,1,1,2,ffffffff
5628,58,1,1,1,ffffffff
5630,60,1,1,2,ffffffff
5634,60,1,1,1,ffffffff
5635,58,31,1,11,ffffffff
5636,68,1,1,2,ffffffff
5637,70,1,1,2,ffffffff
5640,68,1,1,1,ffffffff
5641,60,31,1,11,ffffffff
5641,70,1,1,1,ffffffff
5643,78,1,1,2,ffffffff
5647,68,31,1,11,ffffffff
5648,78,1,1,1,ffffffff
5648,70,31,1,11,ffffffff
5649,80,1,1,2,ffffffff
5650,50,1,1,4,ffffffff
5651,50,31,1,12,ffffffff
5654,78,31,1,11,ffffffff
5654,80,1,1,1,ffffffff
5654,88,1,1,2,ffffffff
5657,a0,1,1,2,ffffffff
5658,a8,1,1,2,ffffffff
5659,88,1,1,1,ffffffff
5660,80,31,1,11,ffffffff
5662,a0,1,1,1,ffffffff
5663,a8,1,1,1,ffffffff
5665,88,31,1,11,ffffffff
5668,a0,31,1,11,ffffffff
5669,a8,31,1,11,ffffffff
5677,50,31,1,8,ffffffff
5678,50,1,1,0,ffffffff
5679,50,1,1,5,ffffffff
5680,50,31,1,13,ffffffff
5681,50,1,1,6,ffffffff
5682,50,31,1,14,ffffffff
5683,50,1,1,7,ffffffff
5684,50,31,1,15,ffffffff
5688,58,31,1,10,ffffffff
5692,58,31,1,9,ffffffff
5694,60,31,1,10,ffffffff
5698,60,31,1,9,ffffffff
5699,98,1,1,3,ffffffff
5700,68,31,1,10,ffffffff
5701,70,31,1,10,ffffffff
5704,68,31,1,9,ffffffff
5705,70,31,1,9,ffffffff
5719,58,1,1,4,ffffffff
5752,98,1,1,2,ffffffff
5756,98,1,1,1,ffffffff
5763,98,31,1,11,ffffffff
5765,b8,1,1,3,ffffffff
5766,78,31,1,10,ffffffff
5766,78,31,1,9,ffffffff
5766,60,1,1,4,ffffffff
5767,b8,1,1,1,ffffffff
5767,b8,1,1,2,ffffffff
5783,58,31,1,12,ffffffff
5816,58,1,1,6,ffffffff
5820,58,1,1,5,ffffffff
5827,58,1,1,7,ffffffff
5829,b8,31,1,11,ffffffff
5830,80,31,1,9,ffffffff
5830,80,31,1,10,ffffffff
5830,68,1,1,4,ffffffff
5831,60,31,1,12,ffffffff
5831,60,1,1,5,ffffffff
5831,60,1,1,6,ffffffff
5832,70,1,1,4,ffffffff
5833,60,1,1,7,ffffffff
5835,88,31,1,9,ffffffff
5835,88,31,1,10,ffffffff
5837,68,1,1,6,ffffffff
5837,68,31,1,12,ffffffff
5837,68,1,1,5,ffffffff
5838,78,1,1,4,ffffffff
5838,70,1,1,5,ffffffff
5838,70,1,1,6,ffffffff
5839,70,31,1,12,ffffffff
5839,68,1,1,7,ffffffff
5839,a0,31,1,9,ffffffff
5839,a0,31,1,10,ffffffff
5840,70,1,1,7,ffffffff
5840,a8,31,1,10,ffffffff
5840,a8,31,1,9,ffffffff
5844,80,1,1,4,ffffffff
5845,78,1,1,5,ffffffff
5845,78,1,1,6,ffffffff
5845,78,31,1,12,ffffffff
5846,78,1,1,7,ffffffff
5847,58,31,1,8,ffffffff
5849,88,1,1,4,ffffffff
5851,80,31,1,12,ffffffff
5851,80,1,1,5,ffffffff
5851,80,1,1,6,ffffffff
5852,80,1,1,7,ffffffff
5854,60,31,1,8,ffffffff
5855,a0,1,1,4,ffffffff
5856,a8,1,1,4,ffffffff
5856,88,1,1,6,ffffffff
5856,88,1,1,5,ffffffff
5857,88,31,1,12,ffffffff
5857,88,1,1,7,ffffffff
5880,58,31,1,14,ffffffff
5884,58,31,1,13,ffffffff
5886,a0,1,1,5,ffffffff
5886,a0,1,1,6,ffffffff
5887,68,31,1,8,ffffffff
5891,b0,1,1,3,ffffffff
5893,a0,1,1,7,ffffffff
5893,a8,1,1,5,ffffffff
5894,60,31,1,14,ffffffff
5894,70,31,1,8,ffffffff
5894,a8,1,1,7,ffffffff
5895,a0,31,1,12,ffffffff
5895,60,31,1,13,ffffffff
5895,a8,1,1,6,ffffffff
5896,a8,31,1,12,ffffffff
5911,58,1,1,0,ffffffff
5944,b0,1,1,2,ffffffff
5948,b0,1,1,1,ffffffff
5955,b0,31,1,11,ffffffff
5957,c8,1,1,3,ffffffff
5958,68,31,1,14,ffffffff
5958,78,31,1,8,ffffffff
5958,68,31,1,13,ffffffff
5959,60,1,1,0,ffffffff
5959,70,31,1,13,ffffffff
5959,70,31,1,14,ffffffff
5960,c8,1,1,1,ffffffff
5960,c8,1,1,2,ffffffff
5975,98,1,1,4,ffffffff
6008,98,31,1,10,ffffffff
6012,98,31,1,9,ffffffff
6019,98,1,1,7,ffffffff
6021,c8,31,1,11,ffffffff
6022,80,31,1,8,ffffffff
6022,78,31,1,14,ffffffff
6022,78,31,1,13,ffffffff
6023,68,1,1,0,ffffffff
6023,b8,31,1,9,ffffffff
6023,b8,31,1,10,ffffffff
6024,b8,1,1,4,ffffffff
6025,70,1,1,0,ffffffff
6039,98,31,1,12,ffffffff
6072,98,1,1,6,ffffffff
6076,98,1,1,5,ffffffff
6083,c0,1,1,3,ffffffff
6085,b8,1,1,7,ffffffff
6085,88,31,1,8,ffffffff
6086,80,31,1,13,ffffffff
6086,80,31,1,14,ffffffff
6087,78,1,1,0,ffffffff
6087,b8,1,1,5,ffffffff
6087,b8,1,1,6,ffffffff
6088,a0,31,1,8,ffffffff
6089,b8,31,1,12,ffffffff
6103,b0,1,1,4,ffffffff
6136,c0,1,1,2,ffffffff
6140,c0,1,1,1,ffffffff
6147,c0,31,1,11,ffffffff
6149,d8,1,1,3,ffffffff
6149,a8,31,1,8,ffffffff
6167,98,31,1,8,ffffffff
6200,b0,31,1,10,ffffffff
6204,b0,31,1,9,ffffffff
6206,88,31,1,13,ffffffff
6211,b0,1,1,7,ffffffff
6231,b0,31,1,12,ffffffff
6264,b0,1,1,6,ffffffff
6266,88,31,1,14,ffffffff
6267,80,1,1,0,ffffffff
6268,b0,1,1,5,ffffffff
6275,d0,1,1,3,ffffffff
6277,d8,31,1,11,ffffffff
6295,c0,1,1,4,ffffffff
6328,d0,1,1,2,ffffffff
6332,d0,1,1,1,ffffffff
6334,a0,31,1,13,ffffffff
6334,a0,31,1,14,ffffffff
6334,c8,1,1,4,ffffffff
6339,d0,31,1,11,ffffffff
6341,c8,1,1,7,ffffffff
6341,c8,31,1,9,ffffffff
6341,c8,31,1,10,ffffffff
6341,b8,31,1,8,ffffffff
6342,c8,31,1,12,ffffffff
6342,a8,31,1,13,ffffffff
6342,a8,31,1,14,ffffffff
6342,e8,1,1,3,ffffffff
6343,d8,1,1,1,ffffffff
6343,d8,1,1,2,ffffffff
6343,88,1,1,0,ffffffff
6344,c8,1,1,6,ffffffff
6344,d8,1,1,4,ffffffff
6344,c8,1,1,5,ffffffff
6359,b0,31,1,8,ffffffff
6392,c0,31,1,10,ffffffff
6396,c0,31,1,9,ffffffff
6403,c0,1,1,7,ffffffff
6405,e8,31,1,11,ffffffff
6423,c0,31,1,12,ffffffff
6425,a0,1,1,0,ffffffff
6456,c0,1,1,6,ffffffff
6460,c0,1,1,5,ffffffff
6462,e8,1,1,1,ffffffff
6467,e0,1,1,3,ffffffff
6487,d0,1,1,4,ffffffff
6520,e0,1,1,2,ffffffff
6522,e8,1,1,2,ffffffff
6524,e0,1,1,1,ffffffff
6531,e0,31,1,11,ffffffff
6533,d8,1,1,7,ffffffff
6551,c0,31,1,8,ffffffff
6553,a8,1,1,0,ffffffff
6584,d0,31,1,10,ffffffff
6588,d0,31,1,9,ffffffff
6590,d8,31,1,9,ffffffff
6590,d8,31,1,10,ffffffff
6595,d0,1,1,7,ffffffff
6597,f8,1,1,3,ffffffff
6597,c8,31,1,8,ffffffff
6615,d0,31,1,12,ffffffff
6648,d0,1,1,6,ffffffff
6652,d0,1,1,5,ffffffff
6654,d8,1,1,5,ffffffff
6654,d8,1,1,6,ffffffff
6654,d8,31,1,12,ffffffff
6659,f0,1,1,3,ffffffff
6661,f8,31,1,11,ffffffff
6679,e0,1,1,4,ffffffff
6712,f0,1,1,2,ffffffff
6716,f0,1,1,1,ffffffff
6718,f8,1,1,1,ffffffff
6718,f8,1,1,2,ffffffff
6718,e8,1,1,4,ffffffff
6723,f0,31,1,11,ffffffff
6725,e8,1,1,7,ffffffff
6743,d0,31,1,8,ffffffff
6776,e0,31,1,10,ffffffff
6780,e0,31,1,9,ffffffff
6782,e8,31,1,9,ffffffff
6782,e8,31,1,10,ffffffff
6782,d8,31,1,8,ffffffff
6787,e0,1,1,7,ffffffff
6789,108,1,1,3,ffffffff
6807,e0,31,1,12,ffffffff
6840,e0,1,1,6,ffffffff
6844,e0,1,1,5,ffffffff
6846,e8,1,1,5,ffffffff
6846,e8,1,1,6,ffffffff
6846,e8,31,1,12,ffffffff
6851,100,1,1,3,ffffffff
6853,108,31,1,11,ffffffff
6871,f0,1,1,4,ffffffff
6904,100,1,1,2,ffffffff
6908,100,1,1,1,ffffffff
6910,108,1,1,1,ffffffff
6910,108,1,1,2,ffffffff
6910,f8,1,1,4,ffffffff
6915,100,31,1,11,ffffffff
6917,f8,1,1,7,ffffffff
6935,e0,31,1,8,ffffffff
6968,f0,31,1,10,ffffffff
6972,f0,31,1,9,ffffffff
6974,f8,31,1,9,ffffffff
6974,f8,31,1,10,ffffffff
6974,e8,31,1,8,ffffffff
6979,f0,1,1,7,ffffffff
6981,118,1,1,3,ffffffff
6999,f0,31,1,12,ffffffff
7032,f0,1,1,6,ffffffff
7036,f0,1,1,5,ffffffff
7038,f8,1,1,5,ffffffff
7038,f8,1,1,6,ffffffff
7038,f8,31,1,12,ffffffff
7043,110,1,1,3,ffffffff
7045,118,31,1,11,ffffffff
7063,100,1,1,4,ffffffff
7096,110,1,1,2,ffffffff
7100,110,1,1,1,ffffffff
7102,118,1,1,1,ffffffff
7102,118,1,1,2,ffffffff
7102,108,1,1,4,ffffffff
7107,110,31,1,11,ffffffff
7109,108,1,1,7,ffffffff
7127,f0,31,1,8,ffffffff
7160,100,31,1,10,ffffffff
7164,100,31,1,9,ffffffff
7166,108,31,1,9,ffffffff
7166,108,31,1,10,ffffffff
7166,f8,31,1,8,ffffffff
7171,100,1,1,7,ffffffff
7173,128,1,1,3,ffffffff
7191,100,31,1,12,ffffffff
7224,100,1,1,6,ffffffff
7228,100,1,1,5,ffffffff
7230,108,1,1,5,ffffffff
7230,108,1,1,6,ffffffff
7230,108,31,1,12,ffffffff
7235,120,1,1,3,ffffffff
7237,128,31,1,11,ffffffff
7255,110,1,1,4,ffffffff
7288,120,1,1,2,ffffffff
7292,120,1,1,1,ffffffff
7294,128,1,1,1,ffffffff
7294,128,1,1,2,ffffffff
7294,118,1,1,4,ffffffff
7299,120,31,1,11,ffffffff
7301,118,1,1,7,ffffffff
7319,100,31,1,8,ffffffff
7352,110,31,1,10,ffffffff
7356,110,31,1,9,ffffffff
7358,118,31,1,9,ffffffff
7358,118,31,1,10,ffffffff
7358,108,31,1,8,ffffffff
7363,110,1,1,7,ffffffff
7365,138,1,1,3,ffffffff
7383,110,31,1,12,ffffffff
7416,110,1,1,6,ffffffff
7420,110,1,1,5,ffffffff
7422,118,1,1,5,ffffffff
7422,118,1,1,6,ffffffff
7422,118,31,1,12,ffffffff
7427,130,1,1,3,ffffffff
7429,138,31,1,11,ffffffff
7447,120,1,1,4,ffffffff
7480,130,1,1,2,ffffffff
7484,130,1,1,1,ffffffff
7486,138,1,1,1,ffffffff
7486,138,1,1,2,ffffffff
7486,128,1,1,4,ffffffff
7491,130,31,1,11,ffffffff
7493,128,1,1,7,ffffffff
7511,110,31,1,8,ffffffff
7544,120,31,1,10,ffffffff
7548,120,31,1,9,ffffffff
7550,128,31,1,9,ffffffff
7550,128,31,1,10,ffffffff
7550,118,31,1,8,ffffffff
7555,120,1,1,7,ffffffff
7557,148,1,1,3,ffffffff
7575,120,31,1,12,ffffffff
7608,120,1,1,6,ffffffff
7612,120,1,1,5,ffffffff
7614,128,1,1,5,ffffffff
7614,128,1,1,6,ffffffff
7614,128,31,1,12,ffffffff
7619,140,1,1,3,ffffffff
7621,148,31,1,11,ffffffff
7639,130,1,1,4,ffffffff
7672,140,1,1,2,ffffffff
7676,140,1,1,1,ffffffff
7678,148,1,1,1,ffffffff
7678,148,1,1,2,ffffffff
7678,138,1,1,4,ffffffff
7683,140,31,1,11,ffffffff
7685,138,1,1,7,ffffffff
7703,120,31,1,8,ffffffff
7736,130,31,1,10,ffffffff
7740,130,31,1,9,ffffffff
7742,138,31,1,9,ffffffff
7742,138,31,1,10,ffffffff
7742,128,31,1,8,ffffffff
7743,138,1,1,5,ffffffff
7743,138,1,1,6,ffffffff
7743,138,31,1,12,ffffffff
7744,148,1,1,4,ffffffff
7747,130,1,1,7,ffffffff
7767,130,31,1,12,ffffffff
7800,130,1,1,6,ffffffff
7802,148,31,1,10,ffffffff
7804,130,1,1,5,ffffffff
7811,150,1,1,3,ffffffff
7831,140,1,1,4,ffffffff
7833,138,31,1,8,ffffffff
7864,150,1,1,2,ffffffff
7868,150,1,1,1,ffffffff
7870,148,31,1,9,ffffffff
7875,150,31,1,11,ffffffff
7877,148,1,1,7,ffffffff
7895,130,31,1,8,ffffffff
7928,140,31,1,10,ffffffff
7930,148,1,1,6,ffffffff
7932,140,31,1,9,ffffffff
7939,140,1,1,7,ffffffff
7939,300,1,1,3,ffffffff
7959,140,31,1,12,ffffffff
7961,148,31,1,12,ffffffff
7992,140,1,1,6,ffffffff
7992,300,1,1,2,ffffffff
7996,140,1,1,5,ffffffff
7998,148,1,1,5,ffffffff
7999,300,1,1,1,ffffffff
8003,158,1,1,3,ffffffff
8005,160,1,1,3,ffffffff
8006,300,31,1,11,ffffffff
8023,150,1,1,4,ffffffff
8056,158,1,1,2,ffffffff
8058,160,1,1,2,ffffffff
8060,158,1,1,1,ffffffff
8067,158,31,1,11,ffffffff
8087,140,31,1,8,ffffffff
8089,148,31,1,8,ffffffff
8089,160,1,1,1,ffffffff
8089,160,31,1,11,ffffffff
8090,308,1,1,2,ffffffff
8090,160,1,1,4,ffffffff
8090,300,1,1,4,ffffffff
8091,308,1,1,1,ffffffff
8091,310,1,1,2,ffffffff
8091,308,1,1,3,ffffffff
8092,310,1,1,1,ffffffff
8092,308,31,1,11,ffffffff
8093,310,1,1,3,ffffffff
8094,310,31,1,11,ffffffff
8094,308,1,1,4,ffffffff
8120,150,31,1,10,ffffffff
8124,150,31,1,9,ffffffff
8131,150,1,1,7,ffffffff
8151,150,31,1,12,ffffffff
8154,310,1,1,4,ffffffff
8154,300,31,1,10,ffffffff
8155,300,31,1,9,ffffffff
8156,160,31,1,9,ffffffff
8156,160,31,1,10,ffffffff
8156,300,1,1,7,ffffffff
8157,318,1,1,2,ffffffff
8157,318,1,1,1,ffffffff
8157,318,1,1,3,ffffffff
8158,160,1,1,7,ffffffff
8159,318,31,1,11,ffffffff
8184,150,1,1,6,ffffffff
8188,150,1,1,5,ffffffff
8195,58,31,1,15,ffffffff
8215,158,1,1,4,ffffffff
8215,300,31,1,12,ffffffff
8218,160,31,1,12,ffffffff
8219,308,31,1,9,ffffffff
8219,308,31,1,10,ffffffff
8219,308,1,1,7,ffffffff
8220,310,31,1,9,ffffffff
8220,310,31,1,10,ffffffff
8220,60,31,1,15,ffffffff
8221,308,31,1,12,ffffffff
8222,318,1,1,4,ffffffff
8223,310,31,1,12,ffffffff
8223,160,1,1,6,ffffffff
8224,328,1,1,2,ffffffff
8224,310,1,1,7,ffffffff
8224,160,1,1,5,ffffffff
8224,300,1,1,5,ffffffff
8225,328,1,1,3,ffffffff
8225,328,1,1,1,ffffffff
8225,308,1,1,6,ffffffff
8225,300,1,1,6,ffffffff
8226,308,1,1,5,ffffffff
8227,68,31,1,15,ffffffff
8228,328,31,1,11,ffffffff
8229,318,31,1,10,ffffffff
8229,70,31,1,15,ffffffff
8230,318,31,1,9,ffffffff
8231,310,1,1,5,ffffffff
8231,310,1,1,6,ffffffff
8232,318,31,1,12,ffffffff
8233,318,1,1,7,ffffffff
8234,328,1,1,4,ffffffff
8235,78,31,1,15,ffffffff
8239,328,31,1,10,ffffffff
8240,318,1,1,5,ffffffff
8241,318,1,1,6,ffffffff
8242,328,31,1,9,ffffffff
8242,328,31,1,12,ffffffff
8242,80,31,1,15,ffffffff
8243,328,1,1,7,ffffffff
8248,98,31,1,14,ffffffff
8249,88,31,1,15,ffffffff
8250,328,1,1,5,ffffffff
8251,a0,31,1,15,ffffffff
8252,98,31,1,13,ffffffff
8252,a8,31,1,15,ffffffff
8253,328,1,1,6,ffffffff
8254,b8,31,1,14,ffffffff
8258,b8,31,1,13,ffffffff
8259,158,1,1,7,ffffffff
8279,150,31,1,8,ffffffff
8285,160,31,1,8,ffffffff
8289,308,31,1,8,ffffffff
8302,300,31,1,8,ffffffff
8308,310,31,1,8,ffffffff
8312,158,31,1,10,ffffffff
8316,158,31,1,9,ffffffff
8317,318,31,1,8,ffffffff
8323,98,31,1,15,ffffffff
8327,328,31,1,8,ffffffff
8329,b8,31,1,15,ffffffff
8343,158,31,1,12,ffffffff
8376,158,1,1,6,ffffffff
8380,158,1,1,5,ffffffff
8392,b0,31,1,15,ffffffff
8398,c8,31,1,15,ffffffff
8407,98,1,1,0,ffffffff
8413,b8,1,1,0,ffffffff
8440,b0,31,1,14,ffffffff
8444,b0,31,1,13,ffffffff
8446,c8,31,1,14,ffffffff
8450,c8,31,1,13,ffffffff
8461,c0,31,1,15,ffffffff
8465,320,1,1,1,ffffffff
8466,320,31,1,9,ffffffff
8467,d8,31,1,15,ffffffff
8471,158,31,1,8,ffffffff
8481,320,1,1,2,ffffffff
8482,320,31,1,10,ffffffff
8499,320,1,1,3,ffffffff
8500,320,31,1,11,ffffffff
8509,c0,31,1,14,ffffffff
8513,c0,31,1,13,ffffffff
8515,d8,31,1,14,ffffffff
8519,d8,31,1,13,ffffffff
8530,d0,31,1,15,ffffffff
8535,b0,1,1,0,ffffffff
8536,e8,31,1,15,ffffffff
8541,c8,1,1,0,ffffffff
8567,320,1,1,4,ffffffff
8568,320,31,1,12,ffffffff
8575,330,1,1,2,ffffffff
8576,330,31,1,10,ffffffff
8578,d0,31,1,14,ffffffff
8580,330,1,1,1,ffffffff
8581,330,31,1,9,ffffffff
8582,d0,31,1,13,ffffffff
8584,e8,31,1,14,ffffffff
8588,e8,31,1,13,ffffffff
8591,330,1,1,3,ffffffff
8592,330,31,1,11,ffffffff
8599,320,1,1,7,ffffffff
8600,e0,31,1,15,ffffffff
8603,330,1,1,4,ffffffff
8604,c0,1,1,0,ffffffff
8604,330,31,1,12,ffffffff
8606,f8,31,1,15,ffffffff
8611,d8,1,1,0,ffffffff
8632,320,1,1,5,ffffffff
8639,330,1,1,7,ffffffff
8641,320,1,1,6,ffffffff
8644,338,1,1,2,ffffffff
8646,330,1,1,5,ffffffff
8648,330,1,1,6,ffffffff
8649,338,1,1,1,ffffffff
8650,340,1,1,2,ffffffff
8651,348,1,1,2,ffffffff
8655,340,1,1,1,ffffffff
8656,348,1,1,1,ffffffff
8657,350,1,1,2,ffffffff
8659,360,1,1,2,ffffffff
8659,320,31,1,8,ffffffff
8662,350,1,1,1,ffffffff
8662,368,1,1,2,ffffffff
8664,338,1,1,3,ffffffff
8664,360,1,1,1,ffffffff
8664,330,31,1,8,ffffffff
8667,368,1,1,1,ffffffff
8670,340,1,1,3,ffffffff
8671,348,1,1,3,ffffffff
8672,338,1,1,4,ffffffff
8677,350,1,1,3,ffffffff
8678,340,1,1,4,ffffffff
8679,348,1,1,4,ffffffff
8679,360,1,1,3,ffffffff
8682,368,1,1,3,ffffffff
8684,370,1,1,3,ffffffff
8685,350,1,1,4,ffffffff
8687,360,1,1,4,ffffffff
8690,368,1,1,4,ffffffff
8708,338,31,1,10,ffffffff
8708,380,1,1,2,ffffffff
8713,338,31,1,9,ffffffff
8713,380,1,1,1,ffffffff
8714,340,31,1,10,ffffffff
8715,348,31,1,10,ffffffff
8719,340,31,1,9,ffffffff
8720,348,31,1,9,ffffffff
8721,350,31,1,10,ffffffff
8723,360,31,1,10,ffffffff
8726,350,31,1,9,ffffffff
8726,368,31,1,10,ffffffff
8728,338,31,1,11,ffffffff
8728,360,31,1,9,ffffffff
8728,380,1,1,3,ffffffff
8731,368,31,1,9,ffffffff
8734,340,31,1,11,ffffffff
8735,348,31,1,11,ffffffff
8736,338,31,1,12,ffffffff
8736,380,1,1,4,ffffffff
8741,350,31,1,11,ffffffff
8742,340,31,1,12,ffffffff
8743,348,31,1,12,ffffffff
8743,360,31,1,11,ffffffff
8746,368,31,1,11,ffffffff
8748,370,31,1,11,ffffffff
8749,350,31,1,12,ffffffff
8751,360,31,1,12,ffffffff
8754,368,31,1,12,ffffffff
8772,e0,31,1,14,ffffffff
8772,388,1,1,2,ffffffff
8777,e0,31,1,13,ffffffff
8777,388,1,1,1,ffffffff
8792,f0,31,1,15,ffffffff
8792,388,1,1,3,ffffffff
8800,d0,1,1,0,ffffffff
8800,388,1,1,4,ffffffff
8836,338,1,1,6,ffffffff
8836,390,1,1,2,ffffffff
8839,f8,31,1,14,ffffffff
8841,338,1,1,5,ffffffff
8841,390,1,1,1,ffffffff
8844,f8,31,1,13,ffffffff
8856,378,1,1,3,27d80b1f
8856,390,1,1,3,ffffffff
8859,108,31,1,15,ffffffff
8864,390,1,1,4,ffffffff
8865,398,1,1,2,ffffffff
8866,398,1,1,1,ffffffff
8867,e8,1,1,0,ffffffff
8867,340,1,1,6,ffffffff
8867,340,1,1,5,ffffffff
8867,398,1,1,3,ffffffff
8868,348,1,1,6,ffffffff
8868,380,31,1,9,ffffffff
8869,348,1,1,5,ffffffff
8869,380,31,1,10,ffffffff
8870,380,31,1,11,ffffffff
8871,3a0,1,1,2,ffffffff
8871,398,1,1,4,ffffffff
