Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
2000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.257056
2001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.467201
2002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.859482
2003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.991502
2004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.709952
2005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.197926
2006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.535547
2007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.515968
2008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.942980
2009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.071868
2010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.703356
2011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.640767
2012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.766144
2013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,26.407304
2014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.798274
2015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.964672
2016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.969787
2017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.577521
2018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.020043
2019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.224615
2020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,43.704260
2021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.863971
2022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.687175
2023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.165575
2024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,26.138958
2025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.844564
2026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.688470
2027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.573750
2028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.340709
2029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.870273
2030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,30.722678
2031000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.911194
2032000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.438252
2033000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.736156
2034000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.450183
2035000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,25.818531
2036000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.345914
2037000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.774342
2038000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.730088
2039000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.971701
2040000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,29.798811
2041000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,28.563624
2042000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.989355
2043000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.922723
2044000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.738521
2045000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.200161
2046000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,25.762696
2047000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.628661
2048000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.173016
2049000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.028742
2050000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.227020
2051000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.860930
2052000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,28.920785
2053000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,43.056218
2054000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.457034
2055000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.109613
2056000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.932649
2057000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,26.906900
2058000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.970434
2059000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.589954
2060000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.244575
2061000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.358551
2062000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.411065
2063000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,25.700033
2064000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.588552
2065000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.651593
2066000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.673267
2067000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.331896
2068000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.334674
2069000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.580817
2070000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.325617
2071000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.607441
2072000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.347071
2073000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.586743
2074000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.570759
2075000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.267321
2076000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.957725
2077000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.527868
2078000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.506498
2079000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.686246
2080000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.918019
2081000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.703470
2082000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.679902
2083000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.036796
2084000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,30.592545
2085000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.963683
2086000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.168344
2087000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.995041
2088000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.391516
2089000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.157434
2090000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.501667
2091000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,43.231066
2092000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,36.918415
2093000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.363878
2094000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.718345
2095000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,33.519957
