kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 154 : 5000000 33516882 0 0 0 798693 192076 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 153 : 5000000 49275955 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 152 : 5000000 50009696 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 157 : 8207360 54544288 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 151 : 5000000 184863017 0 192076 192076 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 150 : 5000000 34649339 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 148 : 8207360 20109879 0 0 0 0 0 0 64038 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 147 : 8207360 55579136 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 146 : 8207360 55369472 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 143 : 401339904 2406886528 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 142 : 401339904 2666839968 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 141 : 401339904 4666148480 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 140 : 401339904 5414341504 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 139 : 401339904 4012121632 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 138 : 401339904 2352320256 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 135 : 322608063 1598542448 0 11377294 11377294 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 134 : 322608063 12337952762 0 11377294 11377294 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 132 : 401339904 446403197 0 0 0 0 0 0 3067514 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 131 : 401339904 2583109536 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 129 : 409547264 51347584 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 128 : 409547264 2644218848 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 124 : 327608063 2120360212 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 123 : 327608063 1487730066 0 11569370 11569370 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 122 : 327608063 3084772535 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 121 : 327608063 122701663286 999149760 0 0 51992520 11569370 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 120 : 327608063 3144539719 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 127 : 409547264 2613906400 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 119 : 327608063 3539868841 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 118 : 327608063 3221512572 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 117 : 327608063 12098156921 0 11569370 11569370 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 116 : 327608063 3099575692 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 115 : 327608063 13701714867 0 11569370 11569370 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 114 : 327608063 12895704179 0 11569370 11569370 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 112 : 409547264 482494334 0 0 0 0 0 0 3131552 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 111 : 409547264 2671793536 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 110 : 409547264 2628782464 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 109 : 409547264 2735222656 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 108 : 409547264 2631556160 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 107 : 409547264 2692266624 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 106 : 409547264 2672358560 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 105 : 409547264 3940963904 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 104 : 409547264 2435751008 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 101 : 8207360 58087168 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 100 : 8207360 59035104 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 64 : 8194302 43104922 0 256094 256094 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 63 : 8194302 3064565832 20042144 0 0 1272078 256094 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 62 : 8194302 83951956 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 61 : 8194302 85659594 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 60 : 8194302 63777914 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 58 : 8207360 91956 0 0 0 0 0 0 29 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 57 : 8207360 66147424 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 56 : 8207360 83756736 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 55 : 8207360 57842432 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 54 : 8207360 64348928 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 53 : 8207360 64441824 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 52 : 8207360 59011744 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 51 : 8207360 83183264 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 50 : 8207360 65938976 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 37 : 8207360 72428192 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 96 : 8207360 86150944 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 67 : 8207360 53939584 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 38 : 8207360 217687712 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 97 : 8207360 70089792 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 68 : 8207360 51576768 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 39 : 8207360 114569440 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 98 : 8207360 71117248 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 40 : 8207360 107321760 0 0 0 0 0 0 0 
PathFinder_500000_500_50_L1D_50.1.sm_75.ptx 99 : 8207360 60632416 0 0 0 0 0 0 0 
