Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
7000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,43.416305
7001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.597468
7002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.272187
7003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.377918
7004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.557781
7005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.204263
7006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.845659
7007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.365804
7008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.746607
7009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.527016
7010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.561200
7011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.332397
7012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.207358
7013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.989072
7014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,49.459994
7015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,46.584080
7016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.970304
7017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.136183
7018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.588062
7019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.642178
7020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.149235
7021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.606174
7022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.482414
7023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.214822
7024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.409321
7025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.806981
7026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.551597
7027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.102301
7028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.818694
7029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.417176
7030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.629961
