Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.474470
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,4.297736
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.244289
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,3.932037
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.886852
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.448802
12000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.619531
13000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.330082
14000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.285775
15000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,4.657206
16000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,4.557404
17000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,4.174872
18000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,2.802527
19000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.463829
20000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.454209
21000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.462770
22000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.462872
23000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.451661
24000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.448563
25000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.457827
26000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.462662
27000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.460370
28000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.464686
29000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.313719
30000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.235409
31000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.474854
32000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.271277
33000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.021786
34000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.970183
35000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.002077
36000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,11.275927
37000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.992633
38000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.184173
39000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.908337
40000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.504631
