cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
19200,0,0,0,0,0,0
19300,0,0,0,0,0,0
19400,0,0,0,0,0,0
19500,0,0,0,0,0,0
19600,0,0,0,0,0,0
19700,0,0,0,0,0,0
19800,0,0,0,0,0,0
19900,0,0,0,0,0,0
20000,0,0,0,0,0,0
20100,0,0,0,0,0,0
20200,0,0,0,0,0,0
20300,0,0,0,0,0,0
20400,0,0,0,0,0,0
20500,0,0,0,0,0,0
20600,0,0,0,0,0,0
20700,0,0,0,0,0,0
20800,0,0,0,0,0,0
20900,0,0,0,0,0,0
21000,0,0,0,0,0,0
21100,0,0,0,0,0,0
21200,0,0,0,0,0,0
21300,0,0,0,0,0,0
21400,0,0,0,0,0,0
21500,0,0,0,0,0,0
21600,0,0,0,0,0,0
21700,0,0,0,0,0,0
21800,0,0,0,0,0,0
21900,0,0,0,0,0,0
22000,0,0,0,0,0,0
22100,0,0,0,0,0,0
22200,0,0,0,0,0,0
22300,0,0,0,0,0,0
22400,0,0,0,0,0,0
22500,0,0,0,0,0,0
22600,0,0,0,0,0,0
22700,0,0,0,0,0,0
22800,0,0,0,0,0,0
22900,0,0,0,0,0,0
23000,0,0,0,0,0,0
23100,0,0,0,0,0,0
23200,0,0,0,0,0,0
23300,0,0,0,0,0,0
23400,0,0,0,0,0,0
23500,0,0,0,0,0,0
23600,0,0,0,0,0,0
23700,0,0,0,0,0,0
23800,0,0,0,0,0,0
23900,0,0,0,0,0,0
24000,0,0,0,0,0,0
24100,0,0,0,0,0,0
24200,0,0,0,0,0,0
24300,0,0,0,0,0,0
24400,0,0,0,0,0,0
24500,0,0,0,0,0,0
24600,0,0,0,0,0,0
24700,0,0,0,0,0,0
24800,0,0,0,0,0,0
24900,0,0,0,0,0,0
25000,0,0,0,0,0,0
25100,0,0,0,0,0,0
25200,0,0,0,0,0,0
25300,0,0,0,0,0,0
25400,0,0,0,0,0,0
25500,0,0,0,0,0,0
25600,0,0,0,0,0,0
25700,0,0,0,0,0,0
25800,0,0,0,0,0,0
25900,0,0,0,0,0,0
26000,0,0,0,0,0,0
26100,0,0,0,0,0,0
26200,0,0,0,0,0,0
26300,0,0,0,0,0,0
26400,0,0,0,0,0,0
26500,0,0,0,0,0,0
26600,0,0,0,0,0,0
26700,0,0,0,0,0,0
26800,0,0,0,0,0,0
26900,0,0,0,0,0,0
27000,0,0,0,0,0,0
27100,0,0,0,0,0,0
27200,0,0,0,0,0,0
27300,0,0,0,0,0,0
27400,0,0,0,0,0,0
27500,0,0,0,0,0,0
27600,0,0,0,0,0,0
27700,0,0,0,0,0,0
27800,0,0,0,0,0,0
27900,0,0,0,0,0,0
28000,0,0,0,0,0,0
28100,0,0,0,0,0,0
28200,0,0,0,0,0,0
28300,0,0,0,0,0,0
28400,0,0,0,0,0,0
28500,0,0,0,0,0,0
28600,0,0,0,0,0,0
28700,0,0,0,0,0,0
28800,0,0,0,0,0,0
28900,0,0,0,0,0,0
29000,0,0,0,0,0,0
29100,39,0,0,0,0,0
29200,25,0,0,0,0,0
29300,69,0,0,0,0,0
29400,43,0,0,0,0,0
29500,32,0,0,0,0,0
29600,64,0,0,0,0,0
29700,0,0,0,0,0,0
29800,70,0,0,0,0,0
29900,24,0,0,0,0,0
30000,22,0,0,0,0,0
30100,46,0,0,0,0,0
30200,14,0,0,0,0,0
30300,0,0,0,0,0,0
30400,0,0,0,0,0,0
30500,4,0,0,0,0,0
30600,4,0,0,0,0,0
30700,0,0,0,0,0,0
30800,0,0,0,0,0,0
30900,8,0,0,0,0,0
31000,8,0,0,0,0,0
31100,0,0,0,0,0,0
31200,0,0,0,0,0,0
31300,0,0,0,0,0,0
31400,1,0,0,0,0,0
31500,7,0,0,0,0,0
31600,13,0,0,0,0,0
31700,11,0,0,0,0,0
31800,29,0,0,0,0,0
31900,41,0,0,0,0,0
32000,18,0,0,0,0,0
32100,7,0,0,0,0,0
32200,17,0,0,0,0,0
32300,21,0,0,0,0,0
32400,39,0,0,0,0,0
32500,28,0,0,0,0,0
32600,0,0,0,0,0,0
32700,0,0,0,0,0,0
32800,0,0,0,0,0,0
32900,0,0,0,0,0,0
33000,0,0,0,0,0,0
33100,0,0,0,0,0,0
33200,0,0,0,0,0,0
33300,0,0,0,0,0,0
33400,5,0,0,0,0,0
33500,19,0,0,0,0,0
33600,23,0,0,0,0,0
33700,33,0,0,0,0,0
33800,40,0,0,0,0,0
33900,0,0,0,0,0,0
34000,24,0,0,0,0,0
34100,20,0,0,0,0,0
34200,27,0,0,0,0,0
34300,46,0,0,0,0,0
34400,3,0,0,0,0,0
34500,0,0,0,0,0,0
34600,0,0,0,0,0,0
34700,0,0,0,0,0,0
34800,0,0,0,0,0,0
34900,0,0,0,0,0,0
35000,0,0,0,0,0,0
35100,0,0,0,0,0,0
35200,0,0,0,0,0,0
35300,0,0,0,0,0,0
35400,0,0,0,0,0,0
35500,0,0,0,0,0,0
35600,0,0,0,0,0,0
35700,4,0,0,0,0,0
35800,28,0,0,0,0,0
35900,15,0,0,0,0,0
36000,25,0,0,0,0,0
36100,41,0,0,0,0,0
36200,7,0,0,0,0,0
36300,20,0,0,0,0,0
36400,16,0,0,0,0,0
36500,28,0,0,0,0,0
36600,36,0,0,0,0,0
36700,20,0,0,0,0,0
36800,0,0,0,0,0,0
36900,0,0,0,0,0,0
37000,0,0,0,0,0,0
37100,0,0,0,0,0,0
37200,0,0,0,0,0,0
37300,0,0,0,0,0,0
37400,0,0,0,0,0,0
37500,4,0,0,0,0,0
37600,8,0,0,0,0,0
37700,20,0,0,0,0,0
37800,21,0,0,0,0,0
37900,31,0,0,0,0,0
38000,28,0,0,0,0,0
38100,8,0,0,0,0,0
38200,26,0,0,0,0,0
38300,22,0,0,0,0,0
38400,24,0,0,0,0,0
38500,40,0,0,0,0,0
38600,0,0,0,0,0,0
38700,0,0,0,0,0,0
38800,4,0,0,0,0,0
38900,0,0,0,0,0,0
39000,4,0,0,0,0,0
39100,0,0,0,0,0,0
39200,0,0,0,0,0,0
39300,0,0,0,0,0,0
39400,0,0,0,0,0,0
39500,0,0,0,0,0,0
39600,0,0,0,0,0,0
39700,0,0,0,0,0,0
39800,2,0,0,0,0,0
39900,8,0,0,0,0,0
40000,19,0,0,0,0,0
40100,25,0,0,0,0,0
40200,15,0,0,0,0,0
40300,46,0,0,0,0,0
40400,17,0,0,0,0,0
40500,7,0,0,0,0,0
40600,26,0,0,0,0,0
40700,15,0,0,0,0,0
40800,37,0,0,0,0,0
40900,23,0,0,0,0,0
41000,0,0,0,0,0,0
41100,0,0,0,0,0,0
41200,0,0,0,0,0,0
41300,0,0,0,0,0,0
41400,0,0,0,0,0,0
41500,0,0,0,0,0,0
41600,0,0,0,0,0,0
41700,12,0,0,0,0,0
41800,7,0,0,0,0,0
41900,21,0,0,0,0,0
42000,16,0,0,0,0,0
42100,28,0,0,0,0,0
42200,40,0,0,0,0,0
42300,4,0,0,0,0,0
42400,24,0,0,0,0,0
42500,19,0,0,0,0,0
42600,25,0,0,0,0,0
42700,35,0,0,0,0,0
42800,1,0,0,0,0,0
42900,0,0,0,0,0,0
43000,0,0,0,0,0,0
43100,3,0,0,0,0,0
43200,5,0,0,0,0,0
43300,0,0,0,0,0,0
43400,0,0,0,0,0,0
43500,0,0,0,0,0,0
43600,0,0,0,0,0,0
43700,0,0,0,0,0,0
43800,0,0,0,0,0,0
43900,3,0,0,0,0,0
44000,9,0,0,0,0,0
44100,10,0,0,0,0,0
44200,18,0,0,0,0,0
44300,16,0,0,0,0,0
44400,16,0,0,0,0,0
44500,57,0,0,0,0,0
44600,11,0,0,0,0,0
44700,20,0,0,0,0,0
44800,16,0,0,0,0,0
44900,12,0,0,0,0,0
45000,28,0,0,0,0,0
45100,24,0,0,0,0,0
45200,0,0,0,0,0,0
45300,0,0,0,0,0,0
45400,0,0,0,0,0,0
45500,0,0,0,0,0,0
45600,0,0,0,0,0,0
45700,8,0,0,0,0,0
45800,12,0,0,0,0,0
45900,12,0,0,0,0,0
46000,24,0,0,0,0,0
46100,15,0,0,0,0,0
46200,23,0,0,0,0,0
46300,41,0,0,0,0,0
46400,26,0,0,0,0,0
46500,17,0,0,0,0,0
46600,11,0,0,0,0,0
46700,9,0,0,0,0,0
46800,12,0,0,0,0,0
46900,15,0,0,0,0,0
47000,11,0,0,0,0,0
47100,1,0,0,0,0,0
47200,0,0,0,0,0,0
47300,5,0,0,0,0,0
47400,2,0,0,0,0,0
47500,14,0,0,0,0,0
47600,11,0,0,0,0,0
47700,9,0,0,0,0,0
47800,11,0,0,0,0,0
47900,8,0,0,0,0,0
48000,22,0,0,0,0,0
48100,25,0,0,0,0,0
48200,26,0,0,0,0,0
48300,14,0,0,0,0,0
48400,13,0,0,0,0,0
48500,17,0,0,0,0,0
48600,17,0,0,0,0,0
48700,27,0,0,0,0,0
48800,11,0,0,0,0,0
48900,11,0,0,0,0,0
49000,2,0,0,0,0,0
49100,17,0,0,0,0,0
49200,7,0,0,0,0,0
49300,28,0,0,0,0,0
49400,20,0,0,0,0,0
49500,29,0,0,0,0,0
49600,4,0,0,0,0,0
49700,26,0,0,0,0,0
49800,21,0,0,0,0,0
49900,17,0,0,0,0,0
50000,39,0,0,0,0,0
50100,12,0,0,0,0,0
50200,3,0,0,0,0,0
50300,0,0,0,0,0,0
50400,0,0,0,0,0,0
50500,0,0,0,0,0,0
50600,0,0,0,0,0,0
50700,1,0,0,0,0,0
50800,2,0,0,0,0,0
50900,4,0,0,0,0,0
51000,8,0,0,0,0,0
51100,8,0,0,0,0,0
51200,1,0,0,0,0,0
51300,6,0,0,0,0,0
51400,4,0,0,0,0,0
51500,29,0,0,0,0,0
51600,19,0,0,0,0,0
51700,5,0,0,0,0,0
51800,47,0,0,0,0,0
51900,13,0,0,0,0,0
52000,12,0,0,0,0,0
52100,14,0,0,0,0,0
52200,13,0,0,0,0,0
52300,32,0,0,0,0,0
52400,24,0,0,0,0,0
52500,0,0,0,0,0,0
52600,4,0,0,0,0,0
52700,7,0,0,0,0,0
52800,8,0,0,0,0,0
52900,8,0,0,0,0,0
53000,0,0,0,0,0,0
53100,1,0,0,0,0,0
53200,5,0,0,0,0,0
53300,20,0,0,0,0,0
53400,24,0,0,0,0,0
53500,12,0,0,0,0,0
53600,28,0,0,0,0,0
53700,28,0,0,0,0,0
53800,6,0,0,0,0,0
53900,14,0,0,0,0,0
54000,14,0,0,0,0,0
54100,21,0,0,0,0,0
54200,37,0,0,0,0,0
54300,0,0,0,0,0,0
54400,0,0,0,0,0,0
54500,0,0,0,0,0,0
54600,4,0,0,0,0,0
54700,0,0,0,0,0,0
54800,0,0,0,0,0,0
54900,3,0,0,0,0,0
55000,0,0,0,0,0,0
55100,10,0,0,0,0,0
55200,11,0,0,0,0,0
55300,2,0,0,0,0,0
55400,2,0,0,0,0,0
55500,2,0,0,0,0,0
55600,9,0,0,0,0,0
55700,21,0,0,0,0,0
55800,22,0,0,0,0,0
55900,23,0,0,0,0,0
56000,35,0,0,0,0,0
56100,5,0,0,0,0,0
56200,19,0,0,0,0,0
56300,12,0,0,0,0,0
56400,7,0,0,0,0,0
56500,45,0,0,0,0,0
56600,12,0,0,0,0,0
56700,1,0,0,0,0,0
56800,0,0,0,0,0,0
56900,4,0,0,0,0,0
57000,3,0,0,0,0,0
57100,11,0,0,0,0,0
57200,9,0,0,0,0,0
57300,0,0,0,0,0,0
57400,3,0,0,0,0,0
57500,21,0,0,0,0,0
57600,22,0,0,0,0,0
57700,15,0,0,0,0,0
57800,43,0,0,0,0,0
57900,12,0,0,0,0,0
58000,17,0,0,0,0,0
58100,14,0,0,0,0,0
58200,5,0,0,0,0,0
58300,36,0,0,0,0,0
58400,20,0,0,0,0,0
58500,0,0,0,0,0,0
58600,0,0,0,0,0,0
58700,0,0,0,0,0,0
58800,0,0,0,0,0,0
58900,0,0,0,0,0,0
59000,3,0,0,0,0,0
59100,1,0,0,0,0,0
59200,4,0,0,0,0,0
59300,0,0,0,0,0,0
59400,8,0,0,0,0,0
59500,10,0,0,0,0,0
59600,3,0,0,0,0,0
59700,3,0,0,0,0,0
59800,16,0,0,0,0,0
59900,16,0,0,0,0,0
60000,24,0,0,0,0,0
60100,24,0,0,0,0,0
60200,36,0,0,0,0,0
60300,4,0,0,0,0,0
60400,16,0,0,0,0,0
60500,12,0,0,0,0,0
60600,22,0,0,0,0,0
60700,34,0,0,0,0,0
60800,4,0,0,0,0,0
60900,1,0,0,0,0,0
61000,7,0,0,0,0,0
61100,0,0,0,0,0,0
61200,8,0,0,0,0,0
61300,8,0,0,0,0,0
61400,0,0,0,0,0,0
61500,3,0,0,0,0,0
61600,13,0,0,0,0,0
61700,24,0,0,0,0,0
61800,21,0,0,0,0,0
61900,19,0,0,0,0,0
62000,38,0,0,0,0,0
62100,14,0,0,0,0,0
62200,19,0,0,0,0,0
62300,11,0,0,0,0,0
62400,7,0,0,0,0,0
62500,33,0,0,0,0,0
62600,14,0,0,0,0,0
62700,0,0,0,0,0,0
62800,0,0,0,0,0,0
62900,0,0,0,0,0,0
63000,0,0,0,0,0,0
63100,0,0,0,0,0,0
63200,0,0,0,0,0,0
63300,4,0,0,0,0,0
63400,0,0,0,0,0,0
63500,12,0,0,0,0,0
63600,10,0,0,0,0,0
63700,2,0,0,0,0,0
63800,9,0,0,0,0,0
63900,9,0,0,0,0,0
64000,24,0,0,0,0,0
64100,27,0,0,0,0,0
64200,9,0,0,0,0,0
64300,28,0,0,0,0,0
64400,37,0,0,0,0,0
64500,6,0,0,0,0,0
64600,11,0,0,0,0,0
64700,14,0,0,0,0,0
64800,12,0,0,0,0,0
64900,26,0,0,0,0,0
65000,0,0,0,0,0,0
65100,4,0,0,0,0,0
65200,0,0,0,0,0,0
65300,9,0,0,0,0,0
65400,15,0,0,0,0,0
65500,4,0,0,0,0,0
65600,16,0,0,0,0,0
65700,14,0,0,0,0,0
65800,11,0,0,0,0,0
65900,31,0,0,0,0,0
66000,11,0,0,0,0,0
66100,22,0,0,0,0,0
66200,31,0,0,0,0,0
66300,12,0,0,0,0,0
66400,16,0,0,0,0,0
66500,9,0,0,0,0,0
66600,0,0,0,0,0,0
66700,27,0,0,0,0,0
66800,8,0,0,0,0,0
66900,0,0,0,0,0,0
67000,0,0,0,0,0,0
67100,0,0,0,0,0,0
67200,0,0,0,0,0,0
67300,0,0,0,0,0,0
67400,4,0,0,0,0,0
67500,0,0,0,0,0,0
67600,8,0,0,0,0,0
67700,14,0,0,0,0,0
67800,2,0,0,0,0,0
67900,14,0,0,0,0,0
68000,10,0,0,0,0,0
68100,20,0,0,0,0,0
68200,31,0,0,0,0,0
68300,8,0,0,0,0,0
68400,15,0,0,0,0,0
68500,20,0,0,0,0,0
68600,32,0,0,0,0,0
68700,10,0,0,0,0,0
68800,16,0,0,0,0,0
68900,4,0,0,0,0,0
69000,11,0,0,0,0,0
69100,20,0,0,0,0,0
69200,5,0,0,0,0,0
69300,0,0,0,0,0,0
69400,8,0,0,0,0,0
69500,13,0,0,0,0,0
69600,5,0,0,0,0,0
69700,16,0,0,0,0,0
69800,15,0,0,0,0,0
69900,29,0,0,0,0,0
70000,13,0,0,0,0,0
70100,24,0,0,0,0,0
70200,10,0,0,0,0,0
70300,19,0,0,0,0,0
70400,35,0,0,0,0,0
70500,7,0,0,0,0,0
70600,10,0,0,0,0,0
70700,6,0,0,0,0,0
70800,4,0,0,0,0,0
70900,15,0,0,0,0,0
71000,12,0,0,0,0,0
71100,0,0,0,0,0,0
71200,1,0,0,0,0,0
71300,2,0,0,0,0,0
71400,6,0,0,0,0,0
71500,12,0,0,0,0,0
71600,5,0,0,0,0,0
71700,22,0,0,0,0,0
71800,11,0,0,0,0,0
71900,14,0,0,0,0,0
72000,25,0,0,0,0,0
72100,19,0,0,0,0,0
72200,32,0,0,0,0,0
72300,24,0,0,0,0,0
72400,12,0,0,0,0,0
72500,6,0,0,0,0,0
72600,17,0,0,0,0,0
72700,13,0,0,0,0,0
72800,17,0,0,0,0,0
72900,4,0,0,0,0,0
73000,8,0,0,0,0,0
73100,3,0,0,0,0,0
73200,16,0,0,0,0,0
73300,21,0,0,0,0,0
73400,10,0,0,0,0,0
73500,32,0,0,0,0,0
73600,25,0,0,0,0,0
73700,19,0,0,0,0,0
73800,16,0,0,0,0,0
73900,11,0,0,0,0,0
74000,24,0,0,0,0,0
74100,33,0,0,0,0,0
74200,1,0,0,0,0,0
74300,0,0,0,0,0,0
74400,6,0,0,0,0,0
74500,11,0,0,0,0,0
74600,9,0,0,0,0,0
74700,0,0,0,0,0,0
74800,1,0,0,0,0,0
74900,8,0,0,0,0,0
75000,8,0,0,0,0,0
75100,8,0,0,0,0,0
75200,0,0,0,0,0,0
75300,0,0,0,0,0,0
75400,4,0,0,0,0,0
75500,15,0,0,0,0,0
75600,7,0,0,0,0,0
75700,13,0,0,0,0,0
75800,21,0,0,0,0,0
75900,36,0,0,0,0,0
76000,12,0,0,0,0,0
76100,12,0,0,0,0,0
76200,13,0,0,0,0,0
76300,29,0,0,0,0,0
76400,36,0,0,0,0,0
76500,14,0,0,0,0,0
76600,4,0,0,0,0,0
76700,2,0,0,0,0,0
76800,9,0,0,0,0,0
76900,9,0,0,0,0,0
77000,1,0,0,0,0,0
77100,0,0,0,0,0,0
77200,5,0,0,0,0,0
77300,9,0,0,0,0,0
77400,13,0,0,0,0,0
77500,12,0,0,0,0,0
77600,24,0,0,0,0,0
77700,23,0,0,0,0,0
77800,21,0,0,0,0,0
77900,15,0,0,0,0,0
78000,13,0,0,0,0,0
78100,11,0,0,0,0,0
78200,26,0,0,0,0,0
78300,25,0,0,0,0,0
78400,4,0,0,0,0,0
78500,0,0,0,0,0,0
78600,12,0,0,0,0,0
78700,9,0,0,0,0,0
78800,0,0,0,0,0,0
78900,0,0,1,0,2,0
79000,0,0,0,0,0,0
79100,9,0,0,0,0,0
79200,7,0,0,0,1,0
79300,2,0,0,0,0,0
79400,2,0,0,0,0,0
79500,0,0,0,0,0,0
79600,9,0,0,0,0,0
79700,13,0,0,0,0,0
79800,14,0,0,0,0,0
79900,12,0,0,0,0,0
80000,22,0,0,0,0,0
80100,28,0,0,0,0,0
80200,19,0,0,0,0,0
80300,13,0,0,0,0,0
80400,9,0,0,0,0,0
80500,30,0,0,0,0,0
80600,30,0,0,0,0,0
80700,13,0,0,0,0,0
80800,0,0,0,0,0,0
80900,0,0,0,0,0,0
81000,5,0,0,0,0,0
81100,4,0,0,0,0,0
81200,15,0,0,0,0,0
81300,0,0,0,0,0,0
81400,4,0,0,0,0,0
81500,18,0,0,0,0,0
81600,12,0,0,0,0,0
81700,13,0,0,0,0,0
81800,19,0,0,0,0,0
81900,37,0,0,0,0,0
82000,16,0,0,0,0,0
82100,8,0,0,0,0,0
82200,13,0,0,0,0,0
82300,20,0,0,0,0,0
82400,29,0,0,0,0,0
82500,7,0,0,0,0,0
82600,0,0,0,0,0,0
82700,0,0,0,0,0,0
82800,0,0,0,0,0,0
82900,0,0,0,0,0,0
83000,0,0,0,0,0,0
83100,4,0,0,0,0,0
83200,20,0,0,0,0,0
83300,0,0,0,0,0,0
83400,0,0,0,0,0,0
83500,0,0,0,0,0,0
83600,1,0,0,0,0,0
83700,3,6,1,42,3,6
83800,25,1,0,55,0,1
83900,4,0,0,0,0,0
84000,16,0,0,0,0,0
84100,24,0,0,0,0,0
84200,16,0,0,0,0,0
84300,20,0,0,0,0,0
84400,20,0,0,0,0,0
84500,15,0,0,0,0,0
84600,20,0,0,0,0,0
84700,17,0,0,0,0,0
84800,24,0,0,0,0,0
84900,0,0,0,0,0,0
85000,0,0,0,0,0,0
85100,0,0,0,0,0,0
85200,0,0,0,0,0,0
85300,20,0,0,0,0,0
85400,0,0,0,0,0,0
85500,0,0,0,0,0,0
85600,2,0,0,0,0,0
85700,0,0,0,0,0,0
85800,14,0,0,0,0,0
85900,61,0,0,0,0,0
86000,13,0,0,0,0,0
86100,33,0,0,0,0,0
86200,0,0,0,0,0,0
86300,0,0,0,0,0,0
86400,0,0,0,0,0,0
86500,58,0,0,0,0,0
86600,39,0,0,0,0,0
86700,0,0,0,0,0,0
86800,0,0,0,0,0,0
86900,0,0,0,0,0,0
87000,0,0,0,0,0,0
87100,0,0,0,0,0,0
87200,0,0,0,0,0,0
87300,0,0,0,0,0,0
87400,0,0,0,0,0,0
87500,4,0,0,0,0,0
87600,0,0,0,0,0,0
87700,6,0,0,0,0,0
87800,5,0,0,0,0,0
87900,20,0,0,0,0,0
88000,2,0,0,0,0,0
88100,7,0,0,0,0,0
88200,3,2,1,0,1,2
88300,4,0,0,0,0,0
88400,17,6,0,69,2,6
88500,87,0,0,13,0,0
88600,7,0,0,0,0,0
88700,4,0,0,0,0,0
88800,8,0,0,0,0,0
88900,4,0,0,0,0,0
89000,31,0,0,0,0,0
89100,19,0,0,0,0,0
89200,0,0,0,0,0,0
89300,0,0,0,0,0,0
89400,0,0,0,0,0,0
89500,0,0,0,0,0,0
89600,0,0,0,0,0,0
89700,0,0,0,0,0,0
89800,22,0,0,0,0,0
89900,21,0,0,0,0,0
90000,38,0,0,0,0,0
90100,1,0,0,0,0,0
90200,5,0,0,0,0,0
90300,0,0,0,0,0,0
90400,51,0,0,0,0,0
90500,65,0,0,0,0,0
90600,17,0,0,0,0,0
90700,4,0,0,0,0,0
90800,0,0,0,0,0,0
90900,6,0,0,0,0,0
91000,6,0,0,0,0,0
91100,4,0,0,0,0,0
91200,0,0,0,0,0,0
91300,0,0,0,0,0,0
91400,0,0,0,0,0,0
91500,0,0,0,0,0,0
91600,0,0,0,0,0,0
91700,0,0,0,0,0,0
91800,0,0,0,0,0,0
91900,0,0,0,0,0,0
92000,4,0,0,0,0,0
92100,0,0,0,0,0,0
92200,0,0,0,0,0,0
92300,0,0,0,0,0,0
92400,63,0,0,0,0,0
92500,33,0,0,0,0,0
92600,8,0,0,0,0,0
92700,9,0,0,0,0,0
92800,0,0,0,0,0,0
92900,3,9,1,61,3,9
93000,76,2,0,22,0,2
93100,13,0,0,0,0,0
93200,10,0,0,0,0,0
93300,0,0,0,0,0,0
93400,0,0,0,0,0,0
93500,4,0,0,0,0,0
93600,0,0,0,0,0,0
93700,0,0,0,0,0,0
93800,2,0,0,0,0,0
93900,0,0,0,0,0,0
94000,0,0,0,0,0,0
94100,0,0,0,0,0,0
94200,0,0,0,0,0,0
94300,1,0,0,0,0,0
94400,68,0,0,0,0,0
94500,15,0,0,0,0,0
94600,31,0,0,0,0,0
94700,0,0,0,0,0,0
94800,4,0,0,0,0,0
94900,3,0,0,0,0,0
95000,67,0,0,0,0,0
95100,46,0,0,0,0,0
95200,1,0,0,0,0,0
95300,4,0,0,0,0,0
95400,0,0,0,0,0,0
95500,0,0,0,0,0,0
95600,0,0,0,0,0,0
95700,0,0,0,0,0,0
95800,0,0,0,0,0,0
95900,0,0,0,0,0,0
96000,0,0,0,0,0,0
96100,0,0,0,0,0,0
96200,17,0,0,0,0,0
96300,13,0,0,0,0,0
96400,0,0,0,0,0,0
96500,0,0,0,0,0,0
96600,1,3,1,1,0,3
96700,5,3,0,91,1,3
96800,0,0,0,100,0,0
96900,46,0,0,2,0,0
97000,67,0,0,0,0,0
97100,22,0,0,0,0,0
97200,0,0,0,0,0,0
97300,0,0,0,0,0,0
97400,1,0,0,0,0,0
97500,0,6,0,66,2,6
97600,62,0,0,20,0,0
97700,0,0,0,0,0,0
