Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
15000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.788929
15001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.779384
15002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.795539
15003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.778482
15004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.795539
15005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.778482
15006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.795994
15007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.771992
15008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.802029
15009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.799622
15010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.784539
15011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.785780
15012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.787366
15013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.785818
15014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.785389
15015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.787126
15016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.786896
15017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.789707
15018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.792108
15019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.777712
15020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.796310
15021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.777173
15022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.790585
15023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.778814
15024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.785389
