Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
2000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.715531
2001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.994792
2002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.336078
2003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.070374
2004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.218120
2005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.763921
2006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.022543
2007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.286354
2008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.794213
2009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.111182
2010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.009676
2011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.942778
2012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.849389
2013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.188386
2014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.025974
2015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.686225
2016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.033206
2017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.229976
2018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.931947
2019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.100575
2020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.360622
2021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.770723
2022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.980071
2023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.948017
2024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.812458
2025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.819271
2026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.131692
2027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.769945
2028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.792973
2029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.247291
2030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.966479
2031000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.843181
2032000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.445400
2033000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.231114
2034000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.739034
2035000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.932609
2036000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.201451
2037000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.868481
2038000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.411477
2039000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.967580
2040000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.833512
2041000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.770635
2042000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.056186
2043000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.071136
2044000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.832430
2045000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.156957
2046000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.306373
2047000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.724053
2048000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.970324
2049000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.312844
2050000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.709509
2051000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.994159
2052000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.938411
2053000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.934083
2054000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.819365
2055000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.385984
2056000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.257805
2057000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.369382
2058000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.066754
2059000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.406376
2060000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.681998
2061000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.906397
2062000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.152449
2063000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.217260
2064000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.882801
2065000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.217133
2066000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.967797
2067000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.089310
2068000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.360694
2069000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.001285
2070000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.849278
2071000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.238811
2072000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.097980
2073000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.748178
2074000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.301342
2075000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.953620
2076000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.883719
2077000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.903090
2078000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.066988
2079000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.891126
2080000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.140434
2081000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.908599
2082000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.810370
2083000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.899423
2084000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.226282
2085000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.387880
2086000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,0.713094
2087000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.152906
2088000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.109543
2089000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.128942
2090000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.051904
2091000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,1.532584
