kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
LSTM_L1D_100_100.1.sm_75.ptx 738 : 64 256 0 0 0 64 64 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 715 : 64 320 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 713 : 64 8246 0 0 0 34 64 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 709 : 64 192 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 642 : 32768 600960 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 641 : 32768 4677600 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 640 : 32768 4761824 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 639 : 32768 675168 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 638 : 32768 4689728 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 637 : 32768 628416 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 636 : 32768 4719168 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 609 : 32768 287488 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 601 : 32768 5680192 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 600 : 32768 8739040 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 595 : 32768 0 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 581 : 32768 834 0 0 0 0 0 0 104 
LSTM_L1D_100_100.1.sm_75.ptx 580 : 32768 288896 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 579 : 32768 294880 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 577 : 32768 0 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 576 : 32768 335232 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 575 : 32768 624608 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 574 : 32768 6158688 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 573 : 32768 8882368 0 0 0 8192 1024 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 572 : 32768 6641408 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 571 : 32768 8742048 0 0 0 8192 1024 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 570 : 32768 612864 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 569 : 32768 430816 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 568 : 32768 215776 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 567 : 32768 567968 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 566 : 32768 506816 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 565 : 32768 283648 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 564 : 32768 765280 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 563 : 32768 860000 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 560 : 32693 6547233 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 558 : 32768 740 0 0 0 0 0 0 75 
LSTM_L1D_100_100.1.sm_75.ptx 557 : 32768 374336 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 556 : 32768 307424 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 554 : 32768 0 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 553 : 32768 610912 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 552 : 32768 348672 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 551 : 32768 655136 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 550 : 32768 6511360 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 549 : 32768 9229920 0 0 0 8192 1024 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 548 : 32768 6283456 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 547 : 32768 8379456 0 0 0 8192 1024 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 546 : 32768 569568 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 545 : 32768 441376 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 544 : 32768 240160 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 543 : 32768 631008 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 542 : 32768 467296 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 541 : 32768 248352 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 540 : 32768 680576 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 539 : 32768 554912 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 477 : 32768 1087648 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 476 : 32768 5939712 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 475 : 32768 5831776 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 474 : 32768 1216736 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 473 : 32768 5791200 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 472 : 32768 1303264 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 471 : 32768 5668224 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 470 : 32768 1135136 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 469 : 32768 5599008 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 468 : 32768 1014752 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 467 : 32768 5468832 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 466 : 32768 1007712 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 465 : 32768 5581760 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 251 : 32768 924960 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 250 : 32768 4986336 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 249 : 32768 5253344 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 248 : 32768 1172960 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 247 : 32768 5322176 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 246 : 32768 1216960 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 245 : 32768 5302080 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 244 : 32768 1245056 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 243 : 32768 5312480 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 242 : 32768 1191008 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 241 : 32768 5413376 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 240 : 32768 1336128 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 239 : 32768 5576800 0 0 0 0 0 0 0 
LSTM_L1D_100_100.1.sm_75.ptx 238 : 32768 1292288 0 0 0 0 0 0 0 
