Cycle,RunTimeDynamic(W)
7000000,0.000000
7001000,0.000000
7002000,0.000000
7003000,0.000000
7004000,0.000000
7005000,0.000000
7006000,0.000000
7007000,0.000000
7008000,0.000000
7009000,0.000000
7010000,0.000000
7011000,0.000000
7012000,0.000000
7013000,0.000000
7014000,0.000000
7015000,0.000000
7016000,0.000000
7017000,0.000000
7018000,0.000000
7019000,0.000000
7020000,0.000000
7021000,0.065890
7022000,0.406372
7023000,0.565583
7024000,0.565583
7025000,0.565583
7026000,0.565583
7027000,0.565583
7028000,0.565583
7029000,0.565583
7030000,0.565583
7031000,0.565583
7032000,0.623556
7033000,0.848375
7034000,0.848375
7035000,0.848375
7036000,0.848375
7037000,0.848375
7038000,0.848375
7039000,0.848375
7040000,0.848375
7041000,0.848375
7042000,0.848375
7043000,0.848375
7044000,0.848375
7045000,1.114765
7046000,1.131167
7047000,1.131167
7048000,1.131167
7049000,1.131167
7050000,1.131167
7051000,1.131167
7052000,1.131167
7053000,1.131167
7054000,1.131167
7055000,1.131167
7056000,1.131167
7057000,1.131167
7058000,1.131167
7059000,1.131167
7060000,1.131167
7061000,1.131167
7062000,1.131167
7063000,1.131167
7064000,1.131167
7065000,1.131167
7066000,1.131167
7067000,1.131167
7068000,1.131167
7069000,1.157749
7070000,1.413958
7071000,1.413958
7072000,1.413958
7073000,1.413958
7074000,1.413958
7075000,1.413958
7076000,1.413958
7077000,1.413958
7078000,1.413958
7079000,1.413958
7080000,1.413958
7081000,1.413958
7082000,1.413958
7083000,1.413958
7084000,1.413958
7085000,1.413958
7086000,1.413958
7087000,1.413958
7088000,1.413958
7089000,1.413958
7090000,1.413958
7091000,1.413958
7092000,1.413958
7093000,1.413958
7094000,1.413958
7095000,1.413958
7096000,1.413958
7097000,1.413958
7098000,1.413958
7099000,1.413958
7100000,1.413958
7101000,1.413958
7102000,1.413958
7103000,1.413958
7104000,1.413958
7105000,1.413958
7106000,1.413958
7107000,1.413958
7108000,1.413958
7109000,1.413958
7110000,1.413958
7111000,1.413958
7112000,1.413958
7113000,1.413958
7114000,1.413958
7115000,1.413958
7116000,1.413958
7117000,1.673561
7118000,1.696750
7119000,1.696750
7120000,1.696750
7121000,1.696750
7122000,1.696750
7123000,1.696750
7124000,1.696750
7125000,1.696750
7126000,1.696750
7127000,1.696750
7128000,1.696750
7129000,1.696750
7130000,1.696750
7131000,1.696750
7132000,1.696750
7133000,1.696750
7134000,1.696750
7135000,1.696750
7136000,1.696750
7137000,1.696750
7138000,1.696750
7139000,1.696750
7140000,1.696750
7141000,1.696750
7142000,1.696750
7143000,1.696750
7144000,1.696750
7145000,1.696750
7146000,1.696750
7147000,1.696750
7148000,1.696750
7149000,1.696750
7150000,1.696750
7151000,1.696750
7152000,1.696750
7153000,1.696750
7154000,1.696750
7155000,1.696750
7156000,1.696750
7157000,1.696750
7158000,1.696750
7159000,1.696750
7160000,1.696750
7161000,1.696750
7162000,1.696750
7163000,1.696750
7164000,1.696750
7165000,1.696750
7166000,1.696750
7167000,1.696750
7168000,1.696750
7169000,1.696750
7170000,1.696750
7171000,1.696750
7172000,1.696750
7173000,1.696750
7174000,1.696750
7175000,1.696750
7176000,1.696750
7177000,1.696750
7178000,1.696750
7179000,1.696750
7180000,1.696750
7181000,1.696750
7182000,1.696750
7183000,1.696750
7184000,1.696750
7185000,1.696750
7186000,1.696750
7187000,1.696750
7188000,1.696750
7189000,1.696750
7190000,1.696750
7191000,1.696750
7192000,1.696750
7193000,1.696750
7194000,1.696750
7195000,1.696750
7196000,1.696750
7197000,1.696750
7198000,1.696750
7199000,1.696750
7200000,1.696750
7201000,1.696750
7202000,1.696750
7203000,1.696750
7204000,1.696750
7205000,1.696750
7206000,1.696750
7207000,1.696750
7208000,1.696750
7209000,1.696750
7210000,1.696750
7211000,1.696750
7212000,1.696750
7213000,1.696750
7214000,1.696750
7215000,1.696750
7216000,1.696750
7217000,1.696750
7218000,1.696750
7219000,1.696750
7220000,1.696750
7221000,1.696750
7222000,1.696750
7223000,1.696750
7224000,1.696750
7225000,1.696750
7226000,1.696750
7227000,1.696750
7228000,1.696750
7229000,1.696750
7230000,1.696750
7231000,1.696750
7232000,1.696750
7233000,1.696750
7234000,1.696750
7235000,1.696750
7236000,1.696750
7237000,1.696750
7238000,1.696750
7239000,1.696750
7240000,1.696750
7241000,1.696750
7242000,1.696750
7243000,1.696750
7244000,1.696750
7245000,1.696750
7246000,1.696750
7247000,1.696750
7248000,1.696750
7249000,1.696750
7250000,1.696750
7251000,1.696750
7252000,1.696750
7253000,1.696750
7254000,1.696750
7255000,1.696750
7256000,1.696750
7257000,1.696750
7258000,1.696750
7259000,1.696750
7260000,1.696750
7261000,1.696750
7262000,1.696750
7263000,1.696750
7264000,1.696750
7265000,1.696750
7266000,1.696750
7267000,1.696750
7268000,1.696750
7269000,1.696750
7270000,1.696750
7271000,1.696750
7272000,1.696750
7273000,1.696750
7274000,1.696750
7275000,1.696750
7276000,1.696750
7277000,1.696750
7278000,1.696750
7279000,1.696750
7280000,1.696750
7281000,1.696750
7282000,1.696750
7283000,1.696750
7284000,1.696750
7285000,1.696750
7286000,1.696750
7287000,1.696750
7288000,1.696750
7289000,1.696750
7290000,1.696750
7291000,1.696750
7292000,1.696750
7293000,1.696750
7294000,1.696750
7295000,1.696750
7296000,1.696750
7297000,1.696750
7298000,1.696750
7299000,1.696750
7300000,1.696750
7301000,1.696750
7302000,1.696750
7303000,1.696750
7304000,1.696750
7305000,1.696750
7306000,1.696750
7307000,1.696750
7308000,1.696750
7309000,1.696750
7310000,1.696750
7311000,1.696750
7312000,1.696750
7313000,1.696750
7314000,1.696750
7315000,1.696750
7316000,1.696750
7317000,1.696750
7318000,1.696750
7319000,1.696750
7320000,1.696750
7321000,1.696750
7322000,1.696750
7323000,1.696750
7324000,1.696750
7325000,1.696750
7326000,1.696750
7327000,1.696750
7328000,1.696750
7329000,1.696750
7330000,1.696750
7331000,1.696750
7332000,1.696750
7333000,1.696750
7334000,1.696750
7335000,1.696750
7336000,1.696750
7337000,1.696750
7338000,1.696750
7339000,1.696750
7340000,1.696750
7341000,1.696750
7342000,1.696750
7343000,1.696750
7344000,1.696750
7345000,1.696750
7346000,1.696750
7347000,1.696750
7348000,1.696750
7349000,1.696750
7350000,1.696750
7351000,1.696750
7352000,1.696750
7353000,1.696750
7354000,1.696750
7355000,1.696750
7356000,1.696750
7357000,1.696750
7358000,1.696750
7359000,1.696750
7360000,1.696750
7361000,1.696750
7362000,1.696750
7363000,1.785546
7364000,1.979542
7365000,1.979542
7366000,1.979542
7367000,1.979542
7368000,1.979542
7369000,1.979542
7370000,1.979542
7371000,1.979542
7372000,1.979542
7373000,1.979542
7374000,1.979542
7375000,1.979542
7376000,1.979542
7377000,1.979542
7378000,1.979542
7379000,1.979542
7380000,1.979542
7381000,1.979542
7382000,1.979542
7383000,1.979542
7384000,1.979542
7385000,1.979542
7386000,1.979542
7387000,1.979542
7388000,1.979542
7389000,1.979542
7390000,1.979542
7391000,1.979542
7392000,1.979542
7393000,1.979542
7394000,1.979542
7395000,1.979542
7396000,1.979542
7397000,1.979542
7398000,1.979542
7399000,1.979542
7400000,1.979542
7401000,1.979542
7402000,1.979542
7403000,1.979542
7404000,1.979542
7405000,1.979542
7406000,1.979542
7407000,1.979542
7408000,1.979542
7409000,1.979542
7410000,1.979542
7411000,1.979542
7412000,1.979542
7413000,1.979542
7414000,1.979542
7415000,1.979542
7416000,2.021395
7417000,2.262333
7418000,2.262333
7419000,2.262333
7420000,2.262333
7421000,2.262333
7422000,2.262333
7423000,2.262333
7424000,2.262333
7425000,2.262333
7426000,2.262333
7427000,2.262333
7428000,2.262333
7429000,2.262333
7430000,2.262333
7431000,2.262333
7432000,2.262333
7433000,2.262333
7434000,2.262333
7435000,2.262333
7436000,2.262333
7437000,2.262333
7438000,2.262333
7439000,2.262333
7440000,2.262333
7441000,2.262333
7442000,2.262333
7443000,2.262333
7444000,2.262333
7445000,2.262333
7446000,2.262333
7447000,2.262333
7448000,2.262333
7449000,2.262333
7450000,2.262333
7451000,2.262333
7452000,2.262333
7453000,2.262333
7454000,2.262333
7455000,2.262333
7456000,2.262333
7457000,2.262333
7458000,2.262333
7459000,2.366683
7460000,2.545125
7461000,2.545125
7462000,2.545125
7463000,2.545125
7464000,2.545125
