Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.732537
1001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.775373
1002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.538095
1003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.871919
1004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.677307
1005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.690851
1006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.757882
1007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.809900
1008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.826663
1009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.817533
1010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.806082
1011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.694338
1012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.739096
1013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.742695
1014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.067223
1015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.527364
1016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.791173
1017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.656296
1018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.881141
1019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.730489
1020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.880132
1021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.636358
1022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.956770
1023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.297524
1024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.477123
1025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.496348
1026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.663655
1027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,60.142713
1028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,67.001838
1029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,63.611515
1030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,53.695058
1031000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.789381
1032000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,26.532034
1033000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.734326
1034000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,12.816603
1035000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,12.926244
1036000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.399348
1037000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.656861
1038000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.687697
1039000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,12.631718
1040000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.668252
1041000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.326524
1042000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.315358
1043000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.839280
1044000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.691256
1045000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.182144
1046000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.411843
1047000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.713410
1048000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.469317
1049000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.984088
1050000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.959345
1051000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.842257
