Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
24197000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.019271
24198000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.029098
24199000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24200000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.027591
24201000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.019387
24202000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037571
24203000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037804
24204000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021183
24205000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.029098
24206000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24207000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.025748
24208000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24209000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037571
24210000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037757
24211000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24212000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.029098
24213000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24214000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.025748
24215000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24216000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037571
24217000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037757
24218000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021130
24219000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.029198
24220000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24221000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.025748
24222000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021130
24223000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037671
24224000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037657
24225000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020250
24226000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.030179
