Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
23000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.906365
23000100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.030475
23000200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.303706
23000300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.239908
23000400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.785970
23000500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.832320
23000600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.743149
23000700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.835537
23000800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.630360
23000900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.805402
23001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.781025
23001100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.993631
23001200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.815091
23001300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.263059
23001400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.536215
23001500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.398678
23001600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.641295
23001700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.641222
23001800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.012487
23001900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.154570
23002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.739976
23002100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.785007
23002200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.959097
23002300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.183453
23002400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.937300
23002500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.853387
23002600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.081572
23002700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.198125
23002800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.728750
23002900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.150967
23003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.057986
23003100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.343956
23003200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.085341
23003300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.335483
23003400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.894989
23003500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.123329
23003600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.429146
23003700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.588013
23003800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.854370
23003900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.389823
23004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.148823
23004100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.076590
23004200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.137025
23004300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.983049
23004400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.795908
23004500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.214046
23004600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.772211
23004700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.850902
23004800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.726540
23004900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.920036
23005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.278463
23005100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.151038
23005200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.420019
23005300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.913981
23005400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.037042
23005500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.977725
23005600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.681870
23005700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.798365
23005800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.814873
23005900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.965212
23006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.529368
23006100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.628025
23006200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.092249
23006300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.555493
23006400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.292327
23006500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.301174
23006600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.328845
23006700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.199797
23006800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.616517
23006900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.977132
23007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.695877
23007100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.270415
23007200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.115269
23007300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.864133
23007400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.207297
23007500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.753929
23007600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.867494
23007700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.046103
23007800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.771967
23007900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.161402
23008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.882083
23008100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.398778
23008200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.079583
23008300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.009497
23008400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.656644
23008500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.936368
23008600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.775656
23008700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,13.914228
23008800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,14.198420
