Cycle,RunTimeDynamic(W)
13000000,3.959083
13000100,3.959083
13000200,3.959083
13000300,3.959083
13000400,3.959083
13000500,3.959083
13000600,3.959083
13000700,3.959083
13000800,3.959083
13000900,3.959083
13001000,3.959083
13001100,3.959083
13001200,3.959083
13001300,3.959083
13001400,3.959083
13001500,3.959083
13001600,3.959083
13001700,3.959083
13001800,3.959083
13001900,3.959083
13002000,3.959083
13002100,3.959083
13002200,3.959083
13002300,3.959083
13002400,3.959083
13002500,3.959083
13002600,3.959083
13002700,3.959083
13002800,3.959083
13002900,3.959083
13003000,3.959083
13003100,3.959083
13003200,3.959083
13003300,3.959083
13003400,3.959083
13003500,3.959083
13003600,3.959083
13003700,3.959083
13003800,3.959083
13003900,3.959083
13004000,3.959083
13004100,3.959083
13004200,3.959083
13004300,3.959083
13004400,3.959083
13004500,3.959083
13004600,3.959083
13004700,3.959083
13004800,3.959083
13004900,3.959083
13005000,3.959083
13005100,3.959083
13005200,3.959083
13005300,3.959083
13005400,3.959083
13005500,3.959083
13005600,3.959083
13005700,3.959083
13005800,3.959083
13005900,3.959083
13006000,3.959083
13006100,3.959083
13006200,3.959083
13006300,3.959083
13006400,3.959083
13006500,3.959083
13006600,3.959083
13006700,3.959083
13006800,3.959083
13006900,3.959083
13007000,3.959083
13007100,3.959083
13007200,3.959083
13007300,3.959083
13007400,3.959083
13007500,3.959083
13007600,3.959083
13007700,3.959083
13007800,3.959083
13007900,3.959083
13008000,3.959083
13008100,3.959083
13008200,3.959083
13008300,3.959083
13008400,3.959083
13008500,3.959083
13008600,3.959083
13008700,3.959083
13008800,3.959083
13008900,3.959083
13009000,3.959083
13009100,3.959083
13009200,3.959083
13009300,3.959083
13009400,3.959083
13009500,3.959083
13009600,3.959083
13009700,3.959083
13009800,3.959083
13009900,3.959083
13010000,3.959083
13010100,3.959083
13010200,3.959083
13010300,3.959083
13010400,3.959083
13010500,3.959083
13010600,3.959083
13010700,3.959083
13010800,3.959083
13010900,3.959083
13011000,3.959083
13011100,3.959083
13011200,3.959083
13011300,3.959083
13011400,3.959083
13011500,3.959083
13011600,3.959083
13011700,3.959083
13011800,3.959083
13011900,3.959083
13012000,3.959083
13012100,3.959083
13012200,3.959083
13012300,3.959083
13012400,3.959083
13012500,3.959083
13012600,3.959083
13012700,3.959083
13012800,3.959083
13012900,3.959083
13013000,3.959083
13013100,3.959083
13013200,3.959083
13013300,3.959083
13013400,3.959083
13013500,3.959083
13013600,3.959083
13013700,3.959083
13013800,3.959083
13013900,3.959083
13014000,3.959083
13014100,3.959083
13014200,3.959083
13014300,3.959083
13014400,3.959083
13014500,3.959083
13014600,3.959083
13014700,3.959083
13014800,3.959083
13014900,3.959083
13015000,3.959083
13015100,3.959083
13015200,3.959083
13015300,3.959083
13015400,3.959083
13015500,3.959083
13015600,3.959083
13015700,3.959083
13015800,3.959083
13015900,3.959083
13016000,3.959083
13016100,3.959083
13016200,3.959083
13016300,3.959083
13016400,3.959083
13016500,3.959083
13016600,3.959083
13016700,3.959083
13016800,3.959083
13016900,3.959083
13017000,3.959083
13017100,3.959083
13017200,3.959083
13017300,3.959083
13017400,3.959083
13017500,3.959083
13017600,3.959083
13017700,3.959083
13017800,3.959083
13017900,3.959083
13018000,3.959083
13018100,3.959083
13018200,3.959083
13018300,3.959083
13018400,3.959083
13018500,3.959083
13018600,3.959083
13018700,3.959083
13018800,3.959083
13018900,3.959083
13019000,3.959083
13019100,3.959083
13019200,3.959083
13019300,3.959083
13019400,3.959083
13019500,3.959083
13019600,3.959083
13019700,3.959083
13019800,3.959083
13019900,3.959083
13020000,3.959083
13020100,3.959083
13020200,3.959083
13020300,3.959083
13020400,3.959083
13020500,3.959083
13020600,3.959083
13020700,3.959083
13020800,3.959083
13020900,3.959083
13021000,3.959083
13021100,3.959083
13021200,3.959083
13021300,3.959083
13021400,3.959083
13021500,3.959083
13021600,3.959083
13021700,3.959083
13021800,3.959083
13021900,3.959083
13022000,3.959083
13022100,3.959083
13022200,3.959083
13022300,3.959083
13022400,3.959083
13022500,3.959083
13022600,3.959083
13022700,3.959083
13022800,3.959083
13022900,3.959083
13023000,3.959083
13023100,3.959083
13023200,3.959083
13023300,3.959083
13023400,3.959083
13023500,3.959083
13023600,3.959083
13023700,3.959083
13023800,3.959083
13023900,3.959083
13024000,3.959083
13024100,3.959083
13024200,3.959083
13024300,3.959083
13024400,3.959083
13024500,3.959083
13024600,3.959083
13024700,3.959083
13024800,3.959083
13024900,3.959083
13025000,3.959083
13025100,3.959083
13025200,3.959083
13025300,3.959083
13025400,3.959083
13025500,3.959083
13025600,3.959083
13025700,3.959083
13025800,3.959083
13025900,3.959083
13026000,3.959083
13026100,3.959083
13026200,3.959083
13026300,3.959083
13026400,3.959083
13026500,3.959083
13026600,3.959083
13026700,3.959083
13026800,3.959083
13026900,3.959083
13027000,3.959083
13027100,3.959083
13027200,3.959083
13027300,3.959083
13027400,3.959083
13027500,3.959083
13027600,3.959083
13027700,3.959083
13027800,3.959083
13027900,3.959083
13028000,3.959083
13028100,3.959083
13028200,3.959083
13028300,3.959083
13028400,3.959083
13028500,3.959083
13028600,3.959083
13028700,3.959083
13028800,3.959083
13028900,3.959083
13029000,3.959083
13029100,3.959083
13029200,3.959083
13029300,3.959083
13029400,3.959083
13029500,3.959083
13029600,3.959083
13029700,3.959083
13029800,3.959083
13029900,3.959083
13030000,3.959083
13030100,3.959083
13030200,3.959083
13030300,3.959083
13030400,3.959083
13030500,3.959083
13030600,3.959083
13030700,3.959083
13030800,3.959083
13030900,3.959083
13031000,3.959083
13031100,3.959083
13031200,3.959083
13031300,3.959083
13031400,3.959083
13031500,3.959083
13031600,3.959083
13031700,3.959083
13031800,3.959083
13031900,3.959083
13032000,3.959083
13032100,3.959083
13032200,3.959083
13032300,3.959083
13032400,3.959083
13032500,3.959083
13032600,3.959083
13032700,3.959083
13032800,3.959083
13032900,3.959083
13033000,3.959083
13033100,3.959083
13033200,3.959083
13033300,3.959083
13033400,3.959083
13033500,3.959083
13033600,3.959083
13033700,3.959083
13033800,3.959083
13033900,3.959083
13034000,3.959083
13034100,3.959083
13034200,3.959083
13034300,3.959083
13034400,3.959083
13034500,3.959083
13034600,3.959083
13034700,3.959083
13034800,3.959083
13034900,3.959083
13035000,3.959083
13035100,3.959083
13035200,3.959083
13035300,3.959083
13035400,3.959083
13035500,3.959083
13035600,3.959083
13035700,3.959083
13035800,3.959083
13035900,3.959083
13036000,3.959083
13036100,3.959083
13036200,3.959083
13036300,3.959083
13036400,3.959083
13036500,3.959083
13036600,3.959083
13036700,3.959083
13036800,3.959083
13036900,3.959083
13037000,3.959083
13037100,3.959083
13037200,3.959083
13037300,3.959083
13037400,3.959083
13037500,3.959083
13037600,3.959083
13037700,3.959083
13037800,3.959083
13037900,3.959083
13038000,3.959083
13038100,3.959083
13038200,3.959083
13038300,3.959083
13038400,3.959083
13038500,3.959083
13038600,3.959083
13038700,3.959083
13038800,3.959083
13038900,3.959083
13039000,3.959083
13039100,3.959083
13039200,3.959083
13039300,3.959083
13039400,3.959083
13039500,3.959083
13039600,3.959083
13039700,3.959083
13039800,3.959083
13039900,3.959083
13040000,3.959083
13040100,3.959083
13040200,3.959083
13040300,3.959083
13040400,3.959083
13040500,3.959083
13040600,3.959083
13040700,3.959083
13040800,3.959083
13040900,3.959083
13041000,3.959083
13041100,3.959083
13041200,3.959083
13041300,3.959083
13041400,3.959083
13041500,3.959083
13041600,3.959083
13041700,3.959083
13041800,3.959083
13041900,3.959083
13042000,3.959083
13042100,3.959083
13042200,3.959083
13042300,3.959083
13042400,3.959083
13042500,3.959083
13042600,3.959083
13042700,3.959083
13042800,3.959083
13042900,3.959083
13043000,3.959083
13043100,3.959083
13043200,3.959083
13043300,3.959083
13043400,3.959083
13043500,3.959083
13043600,3.959083
13043700,3.959083
13043800,3.959083
13043900,3.959083
13044000,3.959083
13044100,3.959083
13044200,3.959083
13044300,3.959083
13044400,3.959083
13044500,3.959083
13044600,3.959083
13044700,3.959083
13044800,3.959083
13044900,3.959083
13045000,3.959083
13045100,3.959083
13045200,3.959083
13045300,3.959083
13045400,3.959083
13045500,3.959083
13045600,3.959083
13045700,3.959083
13045800,3.959083
13045900,3.959083
13046000,3.959083
13046100,3.959083
13046200,3.959083
13046300,3.959083
13046400,3.959083
13046500,3.959083
13046600,3.959083
13046700,3.959083
13046800,3.959083
13046900,3.959083
13047000,3.959083
13047100,3.959083
13047200,3.959083
13047300,3.959083
13047400,3.959083
13047500,3.959083
13047600,3.959083
13047700,3.959083
13047800,3.959083
13047900,3.959083
13048000,3.959083
13048100,3.959083
13048200,3.959083
13048300,3.959083
13048400,3.959083
13048500,3.959083
13048600,3.959083
13048700,3.959083
13048800,3.959083
13048900,3.959083
13049000,3.959083
13049100,3.959083
13049200,3.959083
13049300,3.959083
13049400,3.959083
13049500,3.959083
13049600,3.959083
13049700,3.959083
13049800,3.959083
13049900,3.959083
13050000,3.959083
13050100,3.959083
13050200,3.959083
13050300,3.959083
13050400,3.959083
13050500,3.959083
13050600,3.959083
13050700,3.959083
13050800,3.959083
13050900,3.959083
13051000,3.959083
13051100,3.959083
13051200,3.959083
13051300,3.959083
13051400,3.959083
13051500,3.959083
13051600,3.959083
13051700,3.959083
13051800,3.959083
13051900,3.959083
13052000,3.959083
13052100,3.959083
13052200,3.959083
13052300,3.959083
13052400,3.959083
13052500,3.959083
13052600,3.959083
13052700,3.959083
13052800,3.959083
13052900,3.959083
13053000,3.959083
13053100,3.959083
13053200,3.959083
13053300,3.959083
13053400,3.959083
13053500,3.959083
13053600,3.959083
13053700,3.959083
13053800,3.959083
13053900,3.959083
13054000,3.959083
13054100,3.959083
13054200,3.959083
13054300,3.959083
13054400,3.959083
13054500,3.959083
13054600,3.959083
13054700,3.959083
13054800,3.959083
13054900,3.959083
13055000,3.959083
13055100,3.959083
13055200,3.959083
13055300,3.959083
13055400,3.959083
13055500,3.959083
13055600,3.959083
13055700,3.959083
13055800,3.959083
13055900,3.959083
13056000,3.959083
13056100,3.959083
13056200,3.959083
13056300,3.959083
13056400,3.959083
13056500,3.959083
13056600,3.959083
13056700,3.959083
13056800,3.959083
13056900,3.959083
13057000,3.959083
13057100,3.959083
13057200,3.959083
13057300,3.959083
13057400,3.959083
13057500,3.959083
13057600,3.959083
13057700,3.959083
13057800,3.959083
13057900,3.959083
13058000,3.959083
13058100,3.959083
13058200,3.959083
13058300,3.959083
13058400,3.959083
13058500,3.959083
13058600,3.959083
