Cycle,RunTimeDynamic(W)
18000000,8.200958
18001000,8.200958
18002000,8.200958
18003000,8.200958
18004000,8.200958
18005000,8.200958
18006000,8.200958
18007000,8.200958
18008000,8.200958
18009000,8.200958
18010000,8.200958
18011000,8.200958
18012000,8.200958
18013000,8.200958
18014000,8.200958
18015000,8.200958
18016000,8.200958
18017000,8.200958
18018000,8.200958
18019000,8.200958
18020000,8.200958
18021000,8.200958
18022000,8.200958
18023000,8.200958
18024000,8.200958
18025000,8.200958
18026000,8.200958
18027000,8.200958
18028000,8.200958
18029000,8.200958
18030000,8.200958
18031000,8.200958
18032000,8.200958
18033000,8.200958
18034000,8.200958
18035000,8.200958
18036000,8.200958
18037000,8.200958
18038000,8.200958
18039000,8.200958
18040000,8.200958
18041000,8.200958
18042000,8.200958
18043000,8.200958
18044000,8.200958
18045000,8.200958
18046000,8.200958
18047000,8.200958
18048000,8.200958
18049000,8.200958
18050000,8.200958
18051000,8.200958
18052000,8.200958
18053000,8.200958
18054000,8.200958
18055000,8.200958
18056000,8.200958
18057000,8.200958
18058000,8.200958
18059000,8.200958
18060000,8.200958
18061000,8.200958
18062000,8.200958
18063000,8.200958
18064000,8.200958
18065000,8.200958
18066000,8.200958
18067000,8.200958
18068000,8.200958
18069000,8.200958
18070000,8.200958
18071000,8.200958
18072000,8.200958
18073000,8.200958
18074000,8.200958
18075000,8.200958
18076000,8.200958
18077000,8.200958
18078000,8.200958
18079000,8.200958
18080000,8.200958
18081000,8.200958
18082000,8.200958
18083000,8.200958
18084000,8.200958
18085000,8.200958
18086000,8.200958
18087000,8.200958
18088000,8.200958
18089000,8.200958
18090000,8.200958
18091000,8.200958
18092000,8.200958
18093000,8.200958
18094000,8.200958
18095000,8.200958
18096000,8.200958
18097000,8.200958
18098000,8.200958
18099000,8.200958
18100000,8.200958
18101000,8.200958
18102000,8.200958
18103000,8.200958
18104000,8.200958
18105000,8.200958
18106000,8.200958
18107000,8.200958
18108000,8.200958
18109000,8.200958
18110000,8.200958
18111000,8.200958
18112000,8.200958
18113000,8.200958
18114000,8.200958
18115000,8.200958
18116000,8.200958
18117000,8.200958
18118000,8.200958
18119000,8.200958
18120000,8.200958
18121000,8.200958
