Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,29.747286
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.505998
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,43.164569
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,30.049580
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,20.820274
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,32.930927
12000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.852860
13000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.365899
14000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,30.718800
15000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.302068
16000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.314658
17000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,31.411837
18000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.193615
19000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,34.323675
20000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.597370
21000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.039908
22000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.941376
23000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.524388
24000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,35.541855
25000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.371281
26000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.423131
27000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.535730
28000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.013081
29000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,39.180717
30000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.008884
31000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,37.228400
32000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,38.829612
33000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.836096
34000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.167086
35000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.954140
36000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.356809
37000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.550862
38000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.731296
39000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,43.434366
40000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,43.581914
