Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
3000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.479021
3001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.107377
3002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.297026
3003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.151368
3004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.814525
3005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.836633
3006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.361867
3007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.344631
3008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.277183
3009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.061838
3010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.225097
3011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.342361
3012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.139145
3013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.381910
3014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.040106
3015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.545481
3016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.187467
3017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.415319
3018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.795727
3019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.427732
3020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.079627
3021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.652429
3022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.467182
3023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.534357
3024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.573799
3025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.465501
3026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.550607
3027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.567903
3028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.849781
3029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.568820
3030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.943002
3031000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.750313
3032000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.448455
3033000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.554716
3034000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.819113
3035000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.785596
3036000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.235895
3037000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.489408
3038000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.029878
3039000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.364300
3040000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.176504
3041000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.987032
3042000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.687287
3043000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.058116
3044000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.898158
3045000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.541857
3046000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.030826
3047000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.326338
3048000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.817734
3049000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.482054
3050000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.671886
3051000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.063038
3052000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.768311
3053000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.181388
3054000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.259590
3055000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.562471
3056000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.345449
3057000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.210903
3058000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.821218
3059000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.481556
3060000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.095041
3061000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.168512
3062000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.131317
3063000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.652705
3064000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.841435
3065000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.206020
3066000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.956650
3067000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.363968
3068000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.157468
3069000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,15.933035
3070000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.043826
3071000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.312196
3072000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.618055
3073000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.667555
3074000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.235959
3075000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.190654
3076000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.142954
3077000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.829775
3078000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.194685
3079000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.928044
3080000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.439885
3081000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.332953
3082000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,16.222969
3083000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,17.097454
