Cycle,RunTimeDynamic(W)
32000000,7.352583
32001000,7.352583
32002000,7.352583
32003000,7.352583
32004000,7.352583
32005000,7.352583
32006000,7.352583
32007000,7.352583
32008000,7.352583
32009000,7.352583
32010000,7.352583
32011000,7.352583
32012000,7.352583
32013000,7.352583
32014000,7.352583
32015000,7.352583
32016000,7.352583
32017000,7.352583
32018000,7.352583
32019000,7.352583
32020000,7.352583
32021000,7.352583
32022000,7.352583
32023000,7.352583
32024000,7.352583
32025000,7.352583
32026000,7.352583
32027000,7.352583
32028000,7.352583
32029000,7.352583
32030000,7.352583
32031000,7.352583
32032000,7.352583
32033000,7.352583
32034000,7.352583
32035000,7.352583
32036000,7.352583
32037000,7.352583
32038000,7.352583
32039000,7.352583
32040000,7.352583
32041000,7.352583
32042000,7.352583
32043000,7.352583
32044000,7.352583
32045000,7.352583
32046000,7.352583
32047000,7.352583
32048000,7.352583
32049000,7.352583
32050000,7.352583
32051000,7.352583
32052000,7.352583
32053000,7.352583
32054000,7.352583
32055000,7.352583
32056000,7.352583
32057000,7.352583
32058000,7.352583
32059000,7.352583
32060000,7.352583
32061000,7.352583
32062000,7.352583
32063000,7.352583
32064000,7.352583
32065000,7.352583
32066000,7.352583
32067000,7.352583
32068000,7.352583
32069000,7.352583
32070000,7.352583
32071000,7.352583
32072000,7.352583
32073000,7.352583
32074000,7.352583
32075000,7.352583
32076000,7.352583
32077000,7.352583
32078000,7.352583
32079000,7.352583
32080000,7.352583
32081000,7.352583
32082000,7.352583
32083000,7.352583
32084000,7.352583
32085000,7.352583
32086000,7.352583
32087000,7.352583
32088000,7.352583
32089000,7.352583
32090000,7.352583
32091000,7.352583
32092000,7.352583
32093000,7.352583
32094000,7.352583
32095000,7.352583
32096000,7.352583
32097000,7.352583
32098000,7.352583
32099000,7.533287
32100000,7.635375
32101000,7.635375
32102000,7.635375
32103000,7.635375
32104000,7.635375
32105000,7.635375
32106000,7.635375
32107000,7.635375
32108000,7.635375
32109000,7.635375
32110000,7.635375
32111000,7.635375
32112000,7.635375
32113000,7.635375
32114000,7.635375
32115000,7.635375
32116000,7.635375
32117000,7.635375
32118000,7.635375
32119000,7.635375
32120000,7.635375
32121000,7.635375
32122000,7.635375
32123000,7.635375
32124000,7.635375
32125000,7.635375
32126000,7.635375
32127000,7.635375
32128000,7.635375
32129000,7.635375
32130000,7.635375
32131000,7.635375
32132000,7.635375
32133000,7.635375
32134000,7.635375
32135000,7.645272
32136000,7.918166
32137000,7.918166
32138000,7.918166
32139000,7.918166
32140000,7.918166
32141000,7.918166
32142000,7.918166
32143000,7.918166
32144000,7.918166
32145000,7.918166
32146000,7.918166
32147000,7.918166
32148000,7.918166
32149000,7.918166
32150000,7.918166
32151000,7.918166
32152000,7.918166
32153000,7.918166
32154000,7.918166
32155000,7.918166
32156000,7.918166
32157000,7.918166
32158000,7.918166
32159000,7.918166
32160000,7.918166
32161000,7.950405
32162000,8.200958
32163000,8.200958
32164000,8.200958
32165000,8.200958
