Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
122000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.026811
123000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.428301
124000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.146579
125000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.064880
126000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.251129
127000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.931928
128000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.609519
129000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.797741
130000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.056152
131000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.466368
132000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.666850
133000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.889435
134000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.794529
135000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.490109
136000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.964684
137000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.156700
138000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.330973
139000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.620121
140000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.460353
141000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.371116
142000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.351003
143000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.431632
144000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.592238
145000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.302787
146000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.170667
147000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.934427
148000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.083221
149000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.998169
150000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.749960
151000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.819123
152000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.932866
153000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.934879
154000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,1.947416
155000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.119593
156000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.281650
