kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
GRU_L1D_50_K1.1.sm_75.ptx 221 : 98 590 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 220 : 98 1457 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 219 : 98 588 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 218 : 98 588 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 217 : 98 588 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 216 : 98 594 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 215 : 98 2051 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 214 : 98 961 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 213 : 98 7225 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 212 : 98 2673 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 211 : 98 142197 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 210 : 98 51634 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 209 : 98 2607 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 208 : 98 885 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 191 : 98 493 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 231 : 65536 124932512 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 230 : 65536 802443168 0 0 0 65536 2048 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 229 : 65536 11296736 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 228 : 65536 62010688 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 227 : 65536 10143296 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 226 : 65536 89688128 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 225 : 65536 1151396352 32 0 0 65536 2048 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 224 : 65536 2460352 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 205 : 65438 11024212 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 204 : 65438 3401449 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 203 : 65438 4370395 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 202 : 65438 13990841 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 201 : 65438 5289919 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 200 : 65438 9403887 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 199 : 65438 8043521 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 198 : 65438 11039093 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 197 : 65438 2340735 0 0 0 0 0 0 0 
GRU_L1D_50_K1.1.sm_75.ptx 196 : 65438 2893741 0 0 0 0 0 0 0 
