Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
3000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.143265
3001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.960264
3002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,40.867242
3003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.536553
3004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.263387
3005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,41.138039
3006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,42.706348
3007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,49.461936
3008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,50.542737
3009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.756170
3010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.834649
3011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.684815
3012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.283328
3013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.174971
3014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.096947
3015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.642466
3016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.710825
3017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.529788
3018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.099866
3019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,45.694366
3020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.397454
3021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.117986
3022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.832683
3023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,44.699305
3024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,43.604741
