Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
24241000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.067189
24242000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.070390
24243000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.014007
24244000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.092293
24245000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.154439
24246000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.074941
24247000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.022027
24248000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.133535
24249000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.102930
24250000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020910
24251000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.050451
24252000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.114118
24253000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.086991
24254000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.015632
24255000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.065211
24256000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.026405
24257000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.062696
24258000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.076892
24259000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.227087
24260000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.057292
24261000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.063950
24262000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.028622
24263000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.108496
24264000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.041258
24265000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.111260
24266000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.057074
24267000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.063267
24268000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.103590
24269000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.054423
24270000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.062500
24271000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.075723
24272000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.046627
24273000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.027470
24274000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.043672
24275000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037448
24276000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.046108
24277000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.136869
24278000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.078611
24279000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.082158
24280000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.072123
24281000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.044103
24282000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.027530
24283000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.111431
24284000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.040293
24285000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.071893
24286000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.031307
24287000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.067699
24288000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.034927
24289000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.083248
24290000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.082655
24291000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.067895
24292000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.073815
24293000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.040909
24294000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123639
24295000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.042939
24296000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.067296
24297000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.157777
24298000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.113915
24299000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.019165
24300000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.048922
24301000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.061667
24302000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.043506
24303000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.045777
24304000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.086482
24305000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.061182
24306000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.079928
24307000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.027761
24308000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.077476
24309000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.060790
24310000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.052855
24311000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.120684
24312000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.309557
24313000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.106802
24314000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.080998
24315000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.062679
24316000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.048026
24317000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.057620
24318000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.044132
24319000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.057200
24320000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.051688
24321000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.123942
24322000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.051138
24323000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.070965
24324000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.045288
24325000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.049099
24326000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.060867
24327000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038778
24328000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.093920
24329000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.098620
24330000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.035703
24331000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.035743
24332000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.046661
24333000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.053850
24334000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.112541
