kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
LSTM_L2_50_100.1.sm_75.ptx 446 : 32768 376896 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 314 : 32768 610784 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 728 : 1600 57600 0 0 0 1600 1600 0 0 
LSTM_L2_50_100.1.sm_75.ptx 187 : 32768 8980320 4096 0 0 8157 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 444 : 32768 321632 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 313 : 32768 704128 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 597 : 32768 6722464 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 56 : 32768 444736 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 727 : 1600 56000 0 1600 1600 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 186 : 32768 710944 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 725 : 1600 57600 0 0 0 1600 1600 0 0 
LSTM_L2_50_100.1.sm_75.ptx 184 : 32768 601984 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 441 : 32768 518336 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 723 : 1600 110400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 182 : 32768 356000 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 439 : 32768 596864 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 722 : 1600 57600 0 0 0 1600 1600 0 0 
LSTM_L2_50_100.1.sm_75.ptx 181 : 32768 348128 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 611 : 32768 409664 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 70 : 32768 885504 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 327 : 64 1232 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 737 : 64 384 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 196 : 32768 0 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 453 : 32768 553248 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 69 : 32768 7786240 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 326 : 64 384 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 733 : 1600 9600 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 192 : 32768 685888 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 606 : 32768 522944 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 65 : 32768 573216 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 322 : 32768 196608 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 732 : 1600 17600 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 191 : 32768 7857024 4096 0 0 8156 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 448 : 32768 423424 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 64 : 32768 505440 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 321 : 32768 348640 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 731 : 1600 16000 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 190 : 32768 1112480 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 447 : 32768 383936 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 604 : 32768 526944 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 63 : 32768 489120 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 320 : 32768 255296 0 2048 1024 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 315 : 32768 644800 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 58 : 32768 515808 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 729 : 1600 110400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 188 : 32768 6884544 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 61 : 32768 357728 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 318 : 32768 686880 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 726 : 1600 110400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 185 : 32768 9120480 4288 0 0 8173 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 198 : 32768 399104 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 455 : 32768 5180800 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 612 : 32768 364000 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 71 : 32768 899808 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 328 : 64 1333 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 160 : 32768 10849728 4096 0 0 8178 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 417 : 819200 11011456 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 199 : 32768 423424 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 456 : 32768 923584 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 613 : 32768 406752 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 72 : 32768 5585056 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 329 : 64 8800 0 0 0 64 64 0 0 
LSTM_L2_50_100.1.sm_75.ptx 161 : 32768 679296 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 418 : 819200 9847744 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 724 : 1600 56000 0 1600 1600 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 183 : 32768 372512 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 741 : 32768 165248 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 200 : 32768 0 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 457 : 32768 5407904 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 73 : 32768 1170272 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 330 : 64 734 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 162 : 32768 11833408 4096 0 0 8187 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 419 : 819200 12235392 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 74 : 32768 5861024 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 331 : 64 395 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 586 : 32768 8799552 0 0 0 8192 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 45 : 32768 339808 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 704 : 32768 4683264 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 163 : 32768 7759008 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 420 : 819200 9979296 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 202 : 32768 8480640 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 459 : 32768 5465600 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 75 : 32768 1339552 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 714 : 64 320 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 173 : 32768 6242400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 430 : 32768 158464 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 587 : 32768 5850400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 46 : 32768 336800 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 705 : 32768 226976 0 2048 1024 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 164 : 32768 498592 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 421 : 819200 10241504 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 617 : 32768 4918336 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 76 : 32768 6267584 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 588 : 32768 8461376 0 0 0 8192 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 47 : 32768 334816 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 706 : 32768 305760 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 165 : 32768 294464 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 422 : 819200 6152320 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 618 : 32768 495968 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 77 : 32768 1420704 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 334 : 1600 56050 0 1600 1600 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 589 : 32768 5377216 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 48 : 32768 311296 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 707 : 32768 163520 0 0 0 0 0 0 64 
LSTM_L2_50_100.1.sm_75.ptx 166 : 32768 467584 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 423 : 819200 4986240 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 205 : 32768 8812064 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 462 : 32768 1127904 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 619 : 32768 323040 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 78 : 32768 6104640 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 335 : 1600 209909 0 0 0 1600 1600 0 0 
LSTM_L2_50_100.1.sm_75.ptx 176 : 32768 615232 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 433 : 32768 8988256 512 0 0 8192 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 590 : 32768 628672 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 49 : 32768 23795648 4096 0 0 8192 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 167 : 32768 0 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 206 : 32768 1992896 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 463 : 32768 5529600 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 620 : 32768 5113536 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 79 : 32768 1701504 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 336 : 1600 110400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 718 : 1600 56000 0 1600 1600 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 177 : 32768 458112 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 434 : 32768 5643104 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 591 : 32768 0 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 50 : 32768 223840 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 719 : 1600 382402 0 0 0 1600 1600 0 0 
LSTM_L2_50_100.1.sm_75.ptx 178 : 32768 373376 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 435 : 32768 10298176 0 0 0 8192 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 51 : 32768 425344 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 583 : 32640 6277290 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 42 : 32768 536576 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 710 : 64 384 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 169 : 32768 330496 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 426 : 32768 482528 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 720 : 1600 110400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 179 : 32768 348928 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 436 : 32768 5531584 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 593 : 32768 274656 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 52 : 32768 32213728 4096 0 0 8192 1024 0 0 
LSTM_L2_50_100.1.sm_75.ptx 43 : 32768 398528 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 711 : 64 192 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 170 : 32768 350720 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 427 : 32768 200416 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 721 : 1600 56000 0 1600 1600 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 180 : 32768 540096 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 594 : 32768 276288 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 53 : 32768 14007936 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 44 : 32768 438272 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 712 : 64 384 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 171 : 32768 0 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 428 : 32768 362272 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 207 : 32768 562656 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 464 : 32768 1024032 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 621 : 32768 735264 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 80 : 32768 6114016 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 337 : 1600 56000 0 1600 1600 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 208 : 32768 723104 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 622 : 32768 5051520 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 81 : 32768 1704928 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 338 : 1600 57600 0 0 0 1600 1600 0 0 
LSTM_L2_50_100.1.sm_75.ptx 209 : 32768 977856 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 623 : 32768 802208 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 82 : 32768 5861856 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 339 : 1600 110400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 210 : 32768 6309984 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 624 : 32768 5103840 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 83 : 32768 1796832 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 340 : 1600 56000 0 1600 1600 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 625 : 32768 790368 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 84 : 32768 5548576 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 341 : 1600 57600 0 0 0 1600 1600 0 0 
LSTM_L2_50_100.1.sm_75.ptx 626 : 32768 4986208 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 85 : 32768 1709568 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 342 : 1600 110400 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 213 : 32768 701824 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 627 : 32768 779520 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 86 : 32768 6000288 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 343 : 1600 56000 0 1600 1600 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 628 : 32768 4892096 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 87 : 32768 1642944 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 344 : 1600 57600 0 0 0 1600 1600 0 0 
LSTM_L2_50_100.1.sm_75.ptx 215 : 32768 880512 0 0 0 0 0 0 0 
LSTM_L2_50_100.1.sm_75.ptx 629 : 32768 690432 0 0 0 0 0 0 0 
