Cycle,RunTimeDynamic(W)
17000000,7.918166
17000100,7.918166
17000200,7.918166
17000300,7.918166
17000400,7.918166
17000500,7.918166
17000600,7.918166
17000700,7.918166
17000800,7.918166
17000900,7.918166
17001000,7.918166
17001100,7.918166
17001200,7.918166
17001300,7.918166
17001400,7.918166
17001500,7.918166
17001600,7.918166
17001700,7.918166
17001800,7.918166
17001900,7.918166
17002000,7.918166
17002100,7.918166
17002200,7.918166
17002300,7.918166
17002400,7.918166
17002500,7.918166
17002600,7.918166
17002700,7.918166
17002800,7.918166
17002900,7.918166
17003000,7.918166
17003100,7.918166
17003200,7.918166
17003300,7.918166
17003400,7.918166
17003500,7.918166
17003600,7.918166
17003700,7.918166
17003800,7.918166
17003900,7.918166
17004000,7.918166
17004100,7.918166
17004200,7.918166
17004300,7.918166
17004400,7.918166
17004500,7.918166
17004600,7.918166
17004700,7.918166
17004800,7.918166
17004900,7.918166
17005000,7.918166
17005100,7.918166
17005200,7.918166
17005300,7.918166
17005400,7.918166
17005500,7.918166
17005600,7.918166
17005700,7.918166
17005800,7.918166
17005900,7.918166
17006000,7.918166
17006100,7.918166
17006200,7.918166
17006300,7.918166
17006400,7.918166
17006500,7.918166
17006600,7.918166
17006700,7.918166
17006800,7.918166
17006900,7.918166
17007000,7.918166
17007100,7.918166
17007200,7.918166
17007300,7.918166
17007400,7.918166
17007500,7.918166
17007600,7.918166
17007700,7.918166
17007800,7.918166
17007900,7.918166
17008000,7.918166
17008100,7.918166
17008200,7.918166
17008300,7.918166
17008400,7.918166
17008500,7.918166
17008600,7.918166
17008700,7.918166
17008800,7.918166
17008900,7.918166
17009000,7.918166
17009100,7.918166
17009200,7.918166
17009300,7.918166
17009400,7.918166
17009500,7.918166
17009600,7.918166
17009700,7.918166
17009800,7.918166
17009900,7.918166
17010000,7.918166
17010100,7.918166
17010200,7.918166
17010300,7.918166
17010400,7.918166
17010500,7.918166
17010600,7.918166
17010700,7.918166
17010800,7.918166
17010900,7.918166
17011000,7.918166
17011100,7.918166
17011200,7.918166
17011300,7.918166
17011400,7.918166
17011500,7.918166
17011600,7.918166
17011700,7.918166
17011800,7.918166
17011900,7.918166
17012000,7.918166
17012100,7.918166
17012200,7.918166
17012300,7.918166
17012400,7.918166
17012500,7.918166
17012600,7.918166
17012700,7.918166
17012800,7.918166
17012900,7.918166
17013000,7.918166
17013100,7.918166
17013200,7.918166
17013300,7.918166
17013400,7.918166
17013500,7.918166
17013600,7.918166
17013700,7.918166
17013800,7.918166
17013900,7.918166
17014000,7.918166
17014100,7.918166
17014200,7.918166
17014300,7.918166
17014400,7.918166
17014500,7.918166
17014600,7.918166
17014700,7.918166
17014800,7.918166
17014900,7.918166
17015000,7.918166
17015100,7.918166
17015200,7.918166
17015300,7.918166
17015400,7.918166
17015500,7.918166
17015600,7.918166
17015700,7.918166
17015800,7.918166
17015900,7.918166
17016000,7.918166
17016100,7.918166
17016200,7.918166
17016300,7.918166
17016400,7.918166
17016500,7.918166
17016600,7.918166
17016700,7.918166
17016800,7.918166
17016900,7.918166
17017000,7.918166
17017100,7.918166
17017200,7.918166
17017300,7.918166
17017400,7.918166
17017500,7.918166
17017600,7.918166
17017700,7.918166
17017800,7.918166
17017900,7.918166
17018000,7.918166
17018100,7.918166
17018200,7.918166
17018300,7.918166
17018400,7.918166
17018500,7.918166
17018600,7.918166
17018700,7.918166
17018800,7.918166
17018900,7.918166
17019000,7.918166
17019100,7.918166
17019200,7.918166
17019300,7.918166
17019400,7.918166
17019500,7.918166
17019600,7.918166
17019700,7.918166
17019800,7.918166
17019900,7.918166
17020000,7.918166
17020100,7.918166
17020200,7.918166
17020300,7.918166
17020400,7.918166
17020500,7.918166
17020600,7.918166
17020700,7.918166
17020800,7.918166
17020900,7.918166
17021000,7.918166
17021100,7.918166
17021200,7.918166
17021300,7.918166
17021400,7.918166
17021500,7.918166
17021600,7.918166
17021700,7.918166
17021800,7.918166
17021900,7.918166
17022000,7.918166
17022100,7.918166
17022200,7.918166
17022300,7.918166
17022400,7.918166
17022500,7.918166
17022600,7.918166
17022700,7.918166
17022800,7.918166
17022900,7.918166
17023000,7.918166
17023100,7.918166
17023200,7.918166
17023300,7.918166
17023400,7.918166
17023500,7.918166
17023600,7.918166
17023700,7.918166
17023800,7.918166
17023900,7.918166
17024000,7.918166
17024100,7.918166
17024200,7.918166
17024300,7.918166
17024400,7.918166
17024500,7.918166
17024600,7.918166
17024700,7.918166
17024800,7.918166
17024900,7.918166
17025000,7.918166
17025100,7.918166
17025200,7.918166
17025300,7.918166
17025400,7.918166
17025500,7.918166
17025600,7.918166
17025700,7.918166
17025800,7.918166
17025900,7.918166
17026000,7.918166
17026100,7.918166
17026200,7.918166
17026300,7.918166
17026400,7.918166
17026500,7.918166
17026600,7.918166
17026700,7.918166
17026800,7.918166
17026900,7.918166
17027000,7.918166
17027100,7.918166
17027200,7.918166
17027300,7.918166
