Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
18000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.594713
18000100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.700076
18000200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.813391
18000300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.668793
18000400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.132583
18000500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.329608
18000600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,11.196117
18000700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.652861
18000800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.573504
18000900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.457509
18001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.797009
18001100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.677993
18001200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.558789
18001300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.983654
18001400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.576044
18001500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.714165
18001600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.302219
18001700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,11.882452
18001800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.133205
18001900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.530321
18002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.576965
18002100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.854695
18002200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.274268
18002300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.005564
18002400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.405047
18002500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,11.134449
18002600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.557982
18002700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.037594
18002800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.468534
18002900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.129169
18003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.585261
18003100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.022925
18003200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.425075
18003300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.759379
18003400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.310293
18003500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.048038
18003600,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.313308
18003700,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.246302
18003800,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.532440
18003900,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,11.215272
18004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.195525
18004100,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.232305
18004200,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.407608
18004300,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.741966
18004400,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,10.685297
18004500,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.777691
