kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
spmv_base_L1D_100__lp1.1.sm_75.ptx 124 : 68340 325702 0 0 0 0 0 0 73 
spmv_base_L1D_100__lp1.1.sm_75.ptx 123 : 68340 413223 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 122 : 68340 753013 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 121 : 68340 685778 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 120 : 68340 619053 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 119 : 68340 615970 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 118 : 68340 2738259 7200 0 0 68107 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 117 : 68340 3132012 15776 0 0 66614 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 116 : 68340 618299 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 115 : 68340 619486 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 114 : 68340 2729067 7296 0 0 68101 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 113 : 68340 616022 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 112 : 68340 12485518 1006944 0 0 68111 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 111 : 68340 3141095 17344 0 0 66620 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 110 : 68340 617547 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 109 : 68340 618727 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 108 : 68340 12483879 1006912 0 0 68101 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 107 : 68340 615894 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 106 : 68340 2736207 6304 0 0 68129 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 105 : 68340 3197814 19392 0 0 66631 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 104 : 68340 617741 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 103 : 68340 618731 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 102 : 68340 2718381 6208 0 0 68109 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 101 : 68340 615979 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 100 : 68340 2884513 14816 0 0 68135 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 99 : 68340 3200913 21280 0 0 66634 66358 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 98 : 68340 618102 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 58 : 251506 2369032 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 56 : 534388 1642726 0 0 0 0 0 0 16686 
spmv_base_L1D_100__lp1.1.sm_75.ptx 55 : 534388 3679288 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 54 : 534388 325566224 1187648 0 0 149896 16700 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 53 : 534388 323783504 3086816 0 0 133227 16700 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 52 : 534388 6608660 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 51 : 534388 5672436 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 50 : 534388 261508056 1915968 0 0 66604 16700 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 49 : 534388 5497332 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 48 : 534388 5439860 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 47 : 534388 3817016 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 46 : 534388 3623288 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 44 : 534528 892 0 0 0 0 0 0 1 
spmv_base_L1D_100__lp1.1.sm_75.ptx 43 : 534528 3672768 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 59 : 251506 1633119 0 0 0 0 0 0 0 
spmv_base_L1D_100__lp1.1.sm_75.ptx 30 : 534528 4765216 0 0 0 0 0 0 0 
