Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.007000
2000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
3000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
4000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
5000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.033970
6000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,11.413682
7000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.792187
8000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.190418
9000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.195212
10000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.808152
11000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.823443
12000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.884743
13000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.244796
14000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.837197
15000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.284617
16000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.048373
17000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.149501
18000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.351575
19000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,9.391096
20000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.648923
21000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.998749
22000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.010532
23000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.014813
24000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.133042
25000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.747142
26000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.686775
27000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.823661
28000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.809089
29000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.368567
30000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.006194
31000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.936279
