Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
29000000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.022740
29001000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.960450
29002000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29003000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29004000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.107279
29005000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.932746
29006000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920573
29007000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.921167
29008000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29009000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29010000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.929196
29011000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.983472
29012000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.965491
29013000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.145005
29014000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.248321
29015000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29016000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29017000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.972172
29018000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.930325
29019000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.951127
29020000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.959760
29021000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.940335
29022000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29023000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.974434
29024000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.935378
29025000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.919837
29026000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.919276
29027000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.192784
29028000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29029000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.947043
29030000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.123710
29031000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.997982
29032000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.981554
29033000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.991648
29034000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.048674
29035000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29036000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.984303
29037000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.930742
29038000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.077727
29039000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29040000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.070957
29041000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29042000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.989885
29043000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.980059
29044000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920573
29045000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29046000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.921276
29047000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29048000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29049000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.942863
29050000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.930610
29051000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.973409
29052000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920278
29053000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920493
29054000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
29055000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.931737
29056000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,8.098831
29057000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.921263
29058000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,7.920489
